Gene,M-6
ENSMUSG00000046603,188
ENSMUSG00000107504,6
ENSMUSG00000047036,2093
ENSMUSG00000111325,14
ENSMUSG00000097322,0
ENSMUSG00000063488,81
ENSMUSG00000057895,0
ENSMUSG00000032551,297
ENSMUSG00000036768,1639
ENSMUSG00000110945,15
ENSMUSG00000066233,61
ENSMUSG00000025787,6
ENSMUSG00000025786,2158
ENSMUSG00000025785,497
ENSMUSG00000025784,0
ENSMUSG00000035498,0
ENSMUSG00000054871,99
ENSMUSG00000111371,9
ENSMUSG00000035202,1077
ENSMUSG00000025239,1519
ENSMUSG00000025240,699
ENSMUSG00000025243,0
ENSMUSG00000036814,0
ENSMUSG00000091172,0
ENSMUSG00000090608,2
ENSMUSG00000029530,0
ENSMUSG00000025245,201
ENSMUSG00000091661,0
ENSMUSG00000025241,617
ENSMUSG00000048521,2
ENSMUSG00000060509,0
ENSMUSG00000025804,0
ENSMUSG00000064039,0
ENSMUSG00000035448,0
ENSMUSG00000049103,0
ENSMUSG00000079227,0
ENSMUSG00000110834,33
ENSMUSG00000074829,187
ENSMUSG00000111733,0
ENSMUSG00000093803,457
ENSMUSG00000096734,0
ENSMUSG00000071434,0
ENSMUSG00000110909,0
ENSMUSG00000091618,0
ENSMUSG00000040653,37
ENSMUSG00000019762,0
ENSMUSG00000040624,234
ENSMUSG00000040675,6231
ENSMUSG00000111266,0
ENSMUSG00000038587,299
ENSMUSG00000075327,689
ENSMUSG00000095123,441
ENSMUSG00000019763,466
ENSMUSG00000085687,78
ENSMUSG00000061759,671
ENSMUSG00000019767,3
ENSMUSG00000019768,3
ENSMUSG00000096054,2109
ENSMUSG00000096553,5
ENSMUSG00000046916,0
ENSMUSG00000019772,0
ENSMUSG00000019773,1117
ENSMUSG00000019774,229
ENSMUSG00000019775,0
ENSMUSG00000078488,0
ENSMUSG00000000766,0
ENSMUSG00000064065,0
ENSMUSG00000015202,307
ENSMUSG00000079685,10
ENSMUSG00000019796,110
ENSMUSG00000019795,1520
ENSMUSG00000040034,736
ENSMUSG00000040021,2015
ENSMUSG00000019794,506
ENSMUSG00000092190,0
ENSMUSG00000040006,382
ENSMUSG00000085211,1
ENSMUSG00000015757,913
ENSMUSG00000039981,1
ENSMUSG00000015755,3038
ENSMUSG00000112360,0
ENSMUSG00000112109,0
ENSMUSG00000047712,400
ENSMUSG00000111215,0
ENSMUSG00000015305,2191
ENSMUSG00000097597,0
ENSMUSG00000111731,0
ENSMUSG00000111674,0
ENSMUSG00000112019,0
ENSMUSG00000111627,0
ENSMUSG00000112700,0
ENSMUSG00000112303,0
ENSMUSG00000060487,184
ENSMUSG00000019790,847
ENSMUSG00000112146,0
ENSMUSG00000101621,0
ENSMUSG00000112074,0
ENSMUSG00000112713,1
ENSMUSG00000112060,0
ENSMUSG00000109160,0
ENSMUSG00000112219,0
ENSMUSG00000112573,0
ENSMUSG00000050994,255
ENSMUSG00000019832,881
ENSMUSG00000078481,0
ENSMUSG00000019828,0
ENSMUSG00000112730,0
ENSMUSG00000090112,876
ENSMUSG00000090070,4
ENSMUSG00000097007,0
ENSMUSG00000047648,717
ENSMUSG00000055493,100
ENSMUSG00000112151,0
ENSMUSG00000111995,0
ENSMUSG00000112747,0
ENSMUSG00000112775,0
ENSMUSG00000112156,2
ENSMUSG00000112131,0
ENSMUSG00000019820,3484
ENSMUSG00000097378,38
ENSMUSG00000039232,219
ENSMUSG00000078348,1202
ENSMUSG00000112498,0
ENSMUSG00000019817,7656
ENSMUSG00000019815,0
ENSMUSG00000019814,1390
ENSMUSG00000062866,923
ENSMUSG00000019810,1526
ENSMUSG00000019809,416
ENSMUSG00000019808,193
ENSMUSG00000112055,0
ENSMUSG00000019806,54
ENSMUSG00000112172,0
ENSMUSG00000112102,0
ENSMUSG00000015501,641
ENSMUSG00000101014,0
ENSMUSG00000112266,0
ENSMUSG00000112284,0
ENSMUSG00000112238,0
ENSMUSG00000112679,0
ENSMUSG00000112225,0
ENSMUSG00000039116,2
ENSMUSG00000111888,0
ENSMUSG00000019868,642
ENSMUSG00000085572,2
ENSMUSG00000019865,1
ENSMUSG00000019867,0
ENSMUSG00000096963,0
ENSMUSG00000112113,0
ENSMUSG00000112928,1
ENSMUSG00000112089,0
ENSMUSG00000112800,0
ENSMUSG00000111963,0
ENSMUSG00000112227,0
ENSMUSG00000112929,0
ENSMUSG00000101969,0
ENSMUSG00000111922,0
ENSMUSG00000112478,18
ENSMUSG00000112587,7
ENSMUSG00000111927,0
ENSMUSG00000112629,0
ENSMUSG00000039910,2169
ENSMUSG00000093672,10
ENSMUSG00000039891,40
ENSMUSG00000039879,466
ENSMUSG00000078453,1221
ENSMUSG00000019854,2289
ENSMUSG00000071392,5
ENSMUSG00000059554,137
ENSMUSG00000096977,2
ENSMUSG00000039835,232
ENSMUSG00000019853,261
ENSMUSG00000019852,1522
ENSMUSG00000111474,0
ENSMUSG00000044624,0
ENSMUSG00000110737,0
ENSMUSG00000019851,3
ENSMUSG00000111318,0
ENSMUSG00000019850,23
ENSMUSG00000110938,0
ENSMUSG00000111821,0
ENSMUSG00000111052,0
ENSMUSG00000110917,0
ENSMUSG00000045591,2
ENSMUSG00000110902,0
ENSMUSG00000020009,379
ENSMUSG00000039760,0
ENSMUSG00000042940,0
ENSMUSG00000020007,0
ENSMUSG00000110958,0
ENSMUSG00000050473,4
ENSMUSG00000020003,565
ENSMUSG00000071369,251
ENSMUSG00000019996,75
ENSMUSG00000110754,0
ENSMUSG00000111447,0
ENSMUSG00000069713,17
ENSMUSG00000037608,5378
ENSMUSG00000019992,283
ENSMUSG00000019990,6
ENSMUSG00000111091,0
ENSMUSG00000019986,1570
ENSMUSG00000111227,7
ENSMUSG00000111102,0
ENSMUSG00000019982,15
ENSMUSG00000097923,0
ENSMUSG00000110967,0
ENSMUSG00000111005,0
ENSMUSG00000111200,0
ENSMUSG00000019977,2193
ENSMUSG00000112654,2
ENSMUSG00000037542,5
ENSMUSG00000037535,0
ENSMUSG00000050844,0
ENSMUSG00000056716,0
ENSMUSG00000099749,0
ENSMUSG00000097107,0
ENSMUSG00000019970,222
ENSMUSG00000069712,0
ENSMUSG00000097327,107
ENSMUSG00000053219,52
ENSMUSG00000075297,32
ENSMUSG00000097705,5
ENSMUSG00000097108,43
ENSMUSG00000078452,153
ENSMUSG00000096937,91
ENSMUSG00000037490,0
ENSMUSG00000071359,650
ENSMUSG00000118528,0
ENSMUSG00000112888,0
ENSMUSG00000112397,0
ENSMUSG00000045680,0
ENSMUSG00000010461,324
ENSMUSG00000111894,0
ENSMUSG00000112868,0
ENSMUSG00000061983,8840
ENSMUSG00000037455,507
ENSMUSG00000020010,0
ENSMUSG00000037440,0
ENSMUSG00000056379,0
ENSMUSG00000059763,0
ENSMUSG00000069708,0
ENSMUSG00000069707,0
ENSMUSG00000069706,0
ENSMUSG00000045111,0
ENSMUSG00000095647,0
ENSMUSG00000095171,0
ENSMUSG00000095569,0
ENSMUSG00000100689,0
ENSMUSG00000100950,0
ENSMUSG00000096442,0
ENSMUSG00000100186,0
ENSMUSG00000100004,0
ENSMUSG00000037424,0
ENSMUSG00000085451,4
ENSMUSG00000019998,5103
ENSMUSG00000020000,0
ENSMUSG00000086148,0
ENSMUSG00000087400,5
ENSMUSG00000019997,46
ENSMUSG00000037370,47
ENSMUSG00000019989,4
ENSMUSG00000019984,1236
ENSMUSG00000019987,8
ENSMUSG00000112758,1
ENSMUSG00000111970,0
ENSMUSG00000039166,890
ENSMUSG00000112352,9
ENSMUSG00000019978,3610
ENSMUSG00000096546,0
ENSMUSG00000101537,0
ENSMUSG00000112630,0
ENSMUSG00000112803,0
ENSMUSG00000112444,0
ENSMUSG00000112324,10
ENSMUSG00000049420,1
ENSMUSG00000039098,0
ENSMUSG00000051354,6
ENSMUSG00000039089,1229
ENSMUSG00000112797,1
ENSMUSG00000111950,0
ENSMUSG00000039031,774
ENSMUSG00000112751,0
ENSMUSG00000019899,1
ENSMUSG00000101636,0
ENSMUSG00000112610,0
ENSMUSG00000112206,0
ENSMUSG00000019889,343
ENSMUSG00000049109,1
ENSMUSG00000015519,73
ENSMUSG00000038916,162
ENSMUSG00000004360,47
ENSMUSG00000110830,2
ENSMUSG00000019883,73
ENSMUSG00000038876,196
ENSMUSG00000111646,2
ENSMUSG00000019880,1
ENSMUSG00000110831,0
ENSMUSG00000111195,0
ENSMUSG00000075266,368
ENSMUSG00000019792,230
ENSMUSG00000111080,162
ENSMUSG00000019791,99
ENSMUSG00000039697,525
ENSMUSG00000019789,7
ENSMUSG00000111778,0
ENSMUSG00000000295,576
ENSMUSG00000000296,707
ENSMUSG00000111256,0
ENSMUSG00000110976,0
ENSMUSG00000063760,547
ENSMUSG00000069670,2
ENSMUSG00000112469,0
ENSMUSG00000019787,0
ENSMUSG00000112707,0
ENSMUSG00000019785,0
ENSMUSG00000090087,0
ENSMUSG00000090298,0
ENSMUSG00000069668,0
ENSMUSG00000039552,0
ENSMUSG00000039531,226
ENSMUSG00000112280,28
ENSMUSG00000019782,725
ENSMUSG00000111905,5
ENSMUSG00000071340,1
ENSMUSG00000039508,0
ENSMUSG00000049872,162
ENSMUSG00000046031,0
ENSMUSG00000039497,639
ENSMUSG00000111149,0
ENSMUSG00000047514,1130
ENSMUSG00000039480,587
ENSMUSG00000097274,0
ENSMUSG00000039485,118
ENSMUSG00000039462,15
ENSMUSG00000019779,325
ENSMUSG00000111753,0
ENSMUSG00000063953,1
ENSMUSG00000111550,0
ENSMUSG00000110731,0
ENSMUSG00000044499,4
ENSMUSG00000019777,3868
ENSMUSG00000069662,5196
ENSMUSG00000046463,16
ENSMUSG00000110799,0
ENSMUSG00000097742,0
ENSMUSG00000111488,0
ENSMUSG00000111234,0
ENSMUSG00000111208,0
ENSMUSG00000094311,0
ENSMUSG00000019846,1838
ENSMUSG00000051736,46
ENSMUSG00000019845,314
ENSMUSG00000062074,12
ENSMUSG00000111055,19
ENSMUSG00000111008,0
ENSMUSG00000111183,0
ENSMUSG00000019843,1482
ENSMUSG00000087014,9
ENSMUSG00000086915,13
ENSMUSG00000019842,122
ENSMUSG00000087177,76
ENSMUSG00000019841,1088
ENSMUSG00000096687,255
ENSMUSG00000097890,3
ENSMUSG00000038528,0
ENSMUSG00000038522,0
ENSMUSG00000019838,10
ENSMUSG00000110781,0
ENSMUSG00000111045,0
ENSMUSG00000038510,1083
ENSMUSG00000019837,1063
ENSMUSG00000111665,0
ENSMUSG00000075232,2964
ENSMUSG00000038481,1043
ENSMUSG00000038491,0
ENSMUSG00000019834,0
ENSMUSG00000063428,19
ENSMUSG00000045555,34
ENSMUSG00000038446,1926
ENSMUSG00000019831,812
ENSMUSG00000111098,0
ENSMUSG00000046922,0
ENSMUSG00000111576,0
ENSMUSG00000111587,0
ENSMUSG00000038417,965
ENSMUSG00000091415,0
ENSMUSG00000019826,323
ENSMUSG00000019823,823
ENSMUSG00000019822,343
ENSMUSG00000078451,0
ENSMUSG00000019818,4906
ENSMUSG00000075225,14
ENSMUSG00000090708,0
ENSMUSG00000091370,0
ENSMUSG00000019813,356
ENSMUSG00000102114,0
ENSMUSG00000038332,404
ENSMUSG00000071324,153
ENSMUSG00000111103,2
ENSMUSG00000048756,1141
ENSMUSG00000038302,221
ENSMUSG00000019804,2895
ENSMUSG00000019803,0
ENSMUSG00000038280,1506
ENSMUSG00000086434,0
ENSMUSG00000086428,0
ENSMUSG00000019802,3290
ENSMUSG00000044770,15
ENSMUSG00000111293,0
ENSMUSG00000111086,0
ENSMUSG00000038248,407
ENSMUSG00000111171,0
ENSMUSG00000102062,0
ENSMUSG00000045008,4
ENSMUSG00000038240,334
ENSMUSG00000038214,662
ENSMUSG00000111368,0
ENSMUSG00000045886,0
ENSMUSG00000019797,520
ENSMUSG00000047139,2
ENSMUSG00000075184,0
ENSMUSG00000111565,0
ENSMUSG00000111749,0
ENSMUSG00000111575,0
ENSMUSG00000111377,0
ENSMUSG00000111422,0
ENSMUSG00000111342,0
ENSMUSG00000019863,458
ENSMUSG00000019864,433
ENSMUSG00000019866,27
ENSMUSG00000038160,749
ENSMUSG00000111078,0
ENSMUSG00000038151,1
ENSMUSG00000111463,0
ENSMUSG00000111116,0
ENSMUSG00000111535,0
ENSMUSG00000111034,0
ENSMUSG00000111362,0
ENSMUSG00000111494,0
ENSMUSG00000110893,0
ENSMUSG00000111868,0
ENSMUSG00000110898,0
ENSMUSG00000110891,0
ENSMUSG00000019849,2954
ENSMUSG00000019848,0
ENSMUSG00000090088,0
ENSMUSG00000071317,9
ENSMUSG00000063804,198
ENSMUSG00000038822,610
ENSMUSG00000110874,0
ENSMUSG00000111182,0
ENSMUSG00000110843,0
ENSMUSG00000111419,0
ENSMUSG00000111262,0
ENSMUSG00000056073,492
ENSMUSG00000097884,0
ENSMUSG00000112103,0
ENSMUSG00000111202,0
ENSMUSG00000038774,1203
ENSMUSG00000019913,0
ENSMUSG00000112212,0
ENSMUSG00000112023,0
ENSMUSG00000112766,0
ENSMUSG00000112148,0
ENSMUSG00000112843,0
ENSMUSG00000019909,0
ENSMUSG00000019905,0
ENSMUSG00000112878,0
ENSMUSG00000019900,0
ENSMUSG00000062224,0
ENSMUSG00000112270,0
ENSMUSG00000112337,0
ENSMUSG00000112659,0
ENSMUSG00000049641,0
ENSMUSG00000019893,0
ENSMUSG00000019891,702
ENSMUSG00000019861,1026
ENSMUSG00000097704,0
ENSMUSG00000038624,1
ENSMUSG00000023068,3749
ENSMUSG00000112552,0
ENSMUSG00000038602,362
ENSMUSG00000112681,0
ENSMUSG00000112376,0
ENSMUSG00000112835,0
ENSMUSG00000038594,343
ENSMUSG00000112709,3
ENSMUSG00000038583,0
ENSMUSG00000112734,0
ENSMUSG00000112132,3
ENSMUSG00000112733,8
ENSMUSG00000112739,16
ENSMUSG00000058298,382
ENSMUSG00000112530,0
ENSMUSG00000112731,0
ENSMUSG00000019857,450
ENSMUSG00000019856,0
ENSMUSG00000112809,0
ENSMUSG00000003746,147
ENSMUSG00000112824,0
ENSMUSG00000097069,0
ENSMUSG00000038122,408
ENSMUSG00000047669,0
ENSMUSG00000050953,181
ENSMUSG00000112833,0
ENSMUSG00000112175,0
ENSMUSG00000112837,0
ENSMUSG00000112327,0
ENSMUSG00000112345,0
ENSMUSG00000097370,2
ENSMUSG00000019878,765
ENSMUSG00000019877,5533
ENSMUSG00000019876,184
ENSMUSG00000019874,146
ENSMUSG00000019872,684
ENSMUSG00000058537,0
ENSMUSG00000075046,0
ENSMUSG00000075045,0
ENSMUSG00000038039,797
ENSMUSG00000019920,2759
ENSMUSG00000003226,2762
ENSMUSG00000038010,123
ENSMUSG00000003227,1
ENSMUSG00000091526,0
ENSMUSG00000091731,0
ENSMUSG00000037990,0
ENSMUSG00000019917,1113
ENSMUSG00000098188,281
ENSMUSG00000019916,1323
ENSMUSG00000009646,0
ENSMUSG00000009654,1
ENSMUSG00000009647,253
ENSMUSG00000071280,2
ENSMUSG00000020111,1359
ENSMUSG00000091184,2
ENSMUSG00000020109,928
ENSMUSG00000020108,336
ENSMUSG00000020107,820
ENSMUSG00000044475,444
ENSMUSG00000058297,5
ENSMUSG00000057337,3
ENSMUSG00000004207,10130
ENSMUSG00000012819,0
ENSMUSG00000020101,0
ENSMUSG00000090439,0
ENSMUSG00000020100,602
ENSMUSG00000020099,221
ENSMUSG00000037247,2
ENSMUSG00000098055,52
ENSMUSG00000093568,0
ENSMUSG00000093489,0
ENSMUSG00000093573,0
ENSMUSG00000020098,0
ENSMUSG00000020097,2866
ENSMUSG00000020096,0
ENSMUSG00000059901,365
ENSMUSG00000037202,0
ENSMUSG00000020092,317
ENSMUSG00000037171,0
ENSMUSG00000020091,5757
ENSMUSG00000112229,14
ENSMUSG00000043126,0
ENSMUSG00000037151,345
ENSMUSG00000112080,0
ENSMUSG00000112058,1
ENSMUSG00000101792,0
ENSMUSG00000020090,2
ENSMUSG00000020089,2175
ENSMUSG00000112581,1
ENSMUSG00000020088,3001
ENSMUSG00000020087,669
ENSMUSG00000020085,280
ENSMUSG00000020086,5
ENSMUSG00000058806,0
ENSMUSG00000020083,24
ENSMUSG00000044312,0
ENSMUSG00000037031,148
ENSMUSG00000020081,0
ENSMUSG00000037012,1575
ENSMUSG00000085347,7
ENSMUSG00000020080,1
ENSMUSG00000020079,660
ENSMUSG00000097129,2
ENSMUSG00000020078,2251
ENSMUSG00000020077,0
ENSMUSG00000036955,554
ENSMUSG00000105203,2
ENSMUSG00000020075,6305
ENSMUSG00000112347,1
ENSMUSG00000020076,1629
ENSMUSG00000036923,4
ENSMUSG00000020074,2752
ENSMUSG00000047146,301
ENSMUSG00000071253,544
ENSMUSG00000036875,950
ENSMUSG00000020070,637
ENSMUSG00000084985,1
ENSMUSG00000020069,339
ENSMUSG00000020072,11
ENSMUSG00000087030,0
ENSMUSG00000112129,0
ENSMUSG00000112374,0
ENSMUSG00000036816,0
ENSMUSG00000020067,0
ENSMUSG00000045391,0
ENSMUSG00000020064,992
ENSMUSG00000096991,9
ENSMUSG00000020063,399
ENSMUSG00000085372,0
ENSMUSG00000036764,100
ENSMUSG00000048185,0
ENSMUSG00000060843,0
ENSMUSG00000042846,0
ENSMUSG00000100528,0
ENSMUSG00000112913,0
ENSMUSG00000100000,0
ENSMUSG00000112210,0
ENSMUSG00000101338,0
ENSMUSG00000112202,0
ENSMUSG00000112383,0
ENSMUSG00000112425,0
ENSMUSG00000112514,0
ENSMUSG00000112379,0
ENSMUSG00000112267,0
ENSMUSG00000097134,4
ENSMUSG00000097921,5
ENSMUSG00000112925,9
ENSMUSG00000019873,2960
ENSMUSG00000037876,2790
ENSMUSG00000075000,527
ENSMUSG00000112314,3
ENSMUSG00000112848,0
ENSMUSG00000112726,0
ENSMUSG00000112120,0
ENSMUSG00000037868,25
ENSMUSG00000057134,1137
ENSMUSG00000112141,0
ENSMUSG00000112558,1
ENSMUSG00000112097,0
ENSMUSG00000112619,0
ENSMUSG00000116971,0
ENSMUSG00000037855,667
ENSMUSG00000112899,1
ENSMUSG00000037846,217
ENSMUSG00000086838,0
ENSMUSG00000019947,650
ENSMUSG00000112275,0
ENSMUSG00000112157,0
ENSMUSG00000019945,1
ENSMUSG00000112793,0
ENSMUSG00000060044,0
ENSMUSG00000112333,0
ENSMUSG00000112331,0
ENSMUSG00000112083,0
ENSMUSG00000111941,0
ENSMUSG00000019944,66
ENSMUSG00000090622,16
ENSMUSG00000112798,0
ENSMUSG00000019942,5027
ENSMUSG00000069601,16
ENSMUSG00000048701,1076
ENSMUSG00000019933,0
ENSMUSG00000037762,0
ENSMUSG00000089835,0
ENSMUSG00000112884,0
ENSMUSG00000043259,24
ENSMUSG00000037747,4
ENSMUSG00000112607,4
ENSMUSG00000112752,0
ENSMUSG00000112320,0
ENSMUSG00000112870,0
ENSMUSG00000112883,0
ENSMUSG00000112125,0
ENSMUSG00000047692,0
ENSMUSG00000112032,0
ENSMUSG00000014329,0
ENSMUSG00000112745,0
ENSMUSG00000090212,0
ENSMUSG00000112366,0
ENSMUSG00000112189,0
ENSMUSG00000112028,0
ENSMUSG00000003923,1303
ENSMUSG00000019927,463
ENSMUSG00000112813,0
ENSMUSG00000093732,0
ENSMUSG00000037710,1226
ENSMUSG00000060733,1487
ENSMUSG00000112108,0
ENSMUSG00000112416,0
ENSMUSG00000112126,0
ENSMUSG00000112414,0
ENSMUSG00000019923,2263
ENSMUSG00000112168,0
ENSMUSG00000111994,12
ENSMUSG00000052613,0
ENSMUSG00000085456,0
ENSMUSG00000085176,0
ENSMUSG00000009070,0
ENSMUSG00000040009,0
ENSMUSG00000020175,147
ENSMUSG00000009681,1069
ENSMUSG00000033444,1648
ENSMUSG00000020178,11
ENSMUSG00000033416,294
ENSMUSG00000033427,0
ENSMUSG00000020180,2054
ENSMUSG00000046807,200
ENSMUSG00000006345,41
ENSMUSG00000006344,1
ENSMUSG00000006342,4
ENSMUSG00000020196,1440
ENSMUSG00000001666,565
ENSMUSG00000001665,208
ENSMUSG00000001663,9
ENSMUSG00000009093,0
ENSMUSG00000033318,36
ENSMUSG00000033307,10813
ENSMUSG00000009092,0
ENSMUSG00000000902,1767
ENSMUSG00000000901,68
ENSMUSG00000049422,199
ENSMUSG00000050157,9
ENSMUSG00000000903,4
ENSMUSG00000033255,0
ENSMUSG00000085662,0
ENSMUSG00000049764,809
ENSMUSG00000020226,0
ENSMUSG00000086798,0
ENSMUSG00000020229,0
ENSMUSG00000020230,653
ENSMUSG00000033208,612
ENSMUSG00000020231,752
ENSMUSG00000089711,0
ENSMUSG00000001151,1080
ENSMUSG00000101695,0
ENSMUSG00000117965,0
ENSMUSG00000009114,0
ENSMUSG00000033126,88
ENSMUSG00000001150,1580
ENSMUSG00000033105,1823
ENSMUSG00000086241,1
ENSMUSG00000009115,1
ENSMUSG00000085468,0
ENSMUSG00000001155,0
ENSMUSG00000020241,0
ENSMUSG00000112721,0
ENSMUSG00000001119,0
ENSMUSG00000112291,0
ENSMUSG00000001120,0
ENSMUSG00000112143,0
ENSMUSG00000112773,0
ENSMUSG00000074919,0
ENSMUSG00000001436,497
ENSMUSG00000001435,8
ENSMUSG00000078444,0
ENSMUSG00000020260,769
ENSMUSG00000020262,193
ENSMUSG00000112818,0
ENSMUSG00000032977,751
ENSMUSG00000000290,3
ENSMUSG00000009291,1308
ENSMUSG00000020265,3865
ENSMUSG00000009293,1161
ENSMUSG00000069581,0
ENSMUSG00000095970,0
ENSMUSG00000112170,0
ENSMUSG00000069584,0
ENSMUSG00000094012,0
ENSMUSG00000094146,0
ENSMUSG00000069583,0
ENSMUSG00000096421,0
ENSMUSG00000112864,0
ENSMUSG00000112380,0
ENSMUSG00000094120,0
ENSMUSG00000095817,0
ENSMUSG00000095593,0
ENSMUSG00000096481,0
ENSMUSG00000095721,0
ENSMUSG00000096131,0
ENSMUSG00000096380,0
ENSMUSG00000094913,0
ENSMUSG00000112600,0
ENSMUSG00000069582,0
ENSMUSG00000112223,0
ENSMUSG00000112653,0
ENSMUSG00000071195,0
ENSMUSG00000111915,0
ENSMUSG00000096573,0
ENSMUSG00000051652,0
ENSMUSG00000009292,0
ENSMUSG00000020284,572
ENSMUSG00000020277,2652
ENSMUSG00000000731,25
ENSMUSG00000000730,0
ENSMUSG00000000732,23
ENSMUSG00000112662,0
ENSMUSG00000053329,563
ENSMUSG00000032834,977
ENSMUSG00000000374,1533
ENSMUSG00000112433,11
ENSMUSG00000001211,2725
ENSMUSG00000112641,0
ENSMUSG00000061032,3916
ENSMUSG00000005054,887
ENSMUSG00000112652,0
ENSMUSG00000032788,1225
ENSMUSG00000112224,0
ENSMUSG00000107822,0
ENSMUSG00000032763,515
ENSMUSG00000032714,1902
ENSMUSG00000071185,0
ENSMUSG00000112674,1
ENSMUSG00000005355,0
ENSMUSG00000078442,0
ENSMUSG00000109776,0
ENSMUSG00000005357,0
ENSMUSG00000051190,0
ENSMUSG00000062873,0
ENSMUSG00000094673,0
ENSMUSG00000094080,0
ENSMUSG00000042774,0
ENSMUSG00000112732,0
ENSMUSG00000046493,0
ENSMUSG00000063216,0
ENSMUSG00000060205,0
ENSMUSG00000060301,166
ENSMUSG00000091888,0
ENSMUSG00000055515,0
ENSMUSG00000091468,0
ENSMUSG00000112907,0
ENSMUSG00000091381,1
ENSMUSG00000052151,1651
ENSMUSG00000042570,615
ENSMUSG00000020317,0
ENSMUSG00000045912,0
ENSMUSG00000020312,0
ENSMUSG00000111977,0
ENSMUSG00000035963,0
ENSMUSG00000020310,0
ENSMUSG00000020308,386
ENSMUSG00000020307,1507
ENSMUSG00000054206,36
ENSMUSG00000023175,7419
ENSMUSG00000020331,49
ENSMUSG00000020329,683
ENSMUSG00000020327,1
ENSMUSG00000035890,1376
ENSMUSG00000020325,34
ENSMUSG00000020323,1
ENSMUSG00000035863,1533
ENSMUSG00000112828,2
ENSMUSG00000035852,0
ENSMUSG00000091994,67
ENSMUSG00000006498,7475
ENSMUSG00000035835,101
ENSMUSG00000090860,0
ENSMUSG00000057729,0
ENSMUSG00000020125,0
ENSMUSG00000061780,1
ENSMUSG00000013833,932
ENSMUSG00000035781,771
ENSMUSG00000097854,0
ENSMUSG00000035773,6
ENSMUSG00000019564,139
ENSMUSG00000035754,1277
ENSMUSG00000035745,24
ENSMUSG00000013858,1875
ENSMUSG00000004665,970
ENSMUSG00000035722,790
ENSMUSG00000035697,11
ENSMUSG00000004667,1407
ENSMUSG00000075706,4419
ENSMUSG00000035673,802
ENSMUSG00000003068,1340
ENSMUSG00000035640,67
ENSMUSG00000003072,3757
ENSMUSG00000035621,1160
ENSMUSG00000045193,899
ENSMUSG00000035595,99
ENSMUSG00000003070,12
ENSMUSG00000020156,1450
ENSMUSG00000020153,1068
ENSMUSG00000020150,398
ENSMUSG00000069565,3207
ENSMUSG00000087672,12
ENSMUSG00000063457,10717
ENSMUSG00000020135,3
ENSMUSG00000020133,858
ENSMUSG00000020131,38
ENSMUSG00000035504,77
ENSMUSG00000043822,634
ENSMUSG00000035486,0
ENSMUSG00000087432,0
ENSMUSG00000085712,0
ENSMUSG00000048696,291
ENSMUSG00000035478,3596
ENSMUSG00000020163,1041
ENSMUSG00000020167,2245
ENSMUSG00000045518,20
ENSMUSG00000003341,1
ENSMUSG00000047417,1418
ENSMUSG00000035397,467
ENSMUSG00000003346,845
ENSMUSG00000100201,25
ENSMUSG00000113949,2
ENSMUSG00000113640,0
ENSMUSG00000035370,8
ENSMUSG00000003345,2444
ENSMUSG00000003344,696
ENSMUSG00000020190,3505
ENSMUSG00000003348,153
ENSMUSG00000055862,15
ENSMUSG00000020198,4669
ENSMUSG00000061589,2509
ENSMUSG00000075558,1
ENSMUSG00000035278,513
ENSMUSG00000020211,1520
ENSMUSG00000035262,14
ENSMUSG00000020216,7
ENSMUSG00000035242,5832
ENSMUSG00000051067,0
ENSMUSG00000035215,401
ENSMUSG00000035206,2189
ENSMUSG00000059406,6
ENSMUSG00000020219,1799
ENSMUSG00000062075,1536
ENSMUSG00000015312,96
ENSMUSG00000048240,1104
ENSMUSG00000043670,12
ENSMUSG00000087114,2
ENSMUSG00000046822,588
ENSMUSG00000004937,2665
ENSMUSG00000004929,1239
ENSMUSG00000035041,2
ENSMUSG00000035027,2739
ENSMUSG00000035011,1001
ENSMUSG00000004934,540
ENSMUSG00000034994,58917
ENSMUSG00000034974,709
ENSMUSG00000085779,0
ENSMUSG00000004939,4
ENSMUSG00000034958,0
ENSMUSG00000034949,48
ENSMUSG00000004933,5
ENSMUSG00000034932,427
ENSMUSG00000004931,638
ENSMUSG00000034917,45
ENSMUSG00000034902,1634
ENSMUSG00000090230,1
ENSMUSG00000034889,819
ENSMUSG00000034881,2
ENSMUSG00000034872,2
ENSMUSG00000020232,1023
ENSMUSG00000034854,172
ENSMUSG00000020234,1
ENSMUSG00000020235,1694
ENSMUSG00000078440,748
ENSMUSG00000114004,37
ENSMUSG00000078439,3
ENSMUSG00000055053,2555
ENSMUSG00000085327,1
ENSMUSG00000034818,3
ENSMUSG00000084849,0
ENSMUSG00000020238,2042
ENSMUSG00000044199,0
ENSMUSG00000034792,0
ENSMUSG00000112350,0
ENSMUSG00000034781,2379
ENSMUSG00000054452,5751
ENSMUSG00000090034,0
ENSMUSG00000034771,3
ENSMUSG00000034758,29
ENSMUSG00000074862,26
ENSMUSG00000034748,359
ENSMUSG00000054708,199
ENSMUSG00000096856,3
ENSMUSG00000096795,13
ENSMUSG00000094622,34
ENSMUSG00000094076,0
ENSMUSG00000112640,14
ENSMUSG00000096718,18
ENSMUSG00000061371,89
ENSMUSG00000112160,47
ENSMUSG00000078435,43
ENSMUSG00000112110,15
ENSMUSG00000062931,245
ENSMUSG00000044581,2
ENSMUSG00000073427,155
