Gene,HE-5
ENSMUSG00000038604,871
ENSMUSG00000098120,2
ENSMUSG00000005698,2306
ENSMUSG00000050357,38
ENSMUSG00000038000,478
ENSMUSG00000005699,127
ENSMUSG00000013155,258
ENSMUSG00000013158,6
ENSMUSG00000013150,164
ENSMUSG00000037415,756
ENSMUSG00000031893,2
ENSMUSG00000036672,498
ENSMUSG00000036442,563
ENSMUSG00000110586,1
ENSMUSG00000008450,1358
ENSMUSG00000036270,1860
ENSMUSG00000044287,0
ENSMUSG00000048310,623
ENSMUSG00000031896,10
ENSMUSG00000087436,1
ENSMUSG00000031897,195
ENSMUSG00000035237,13
ENSMUSG00000017765,768
ENSMUSG00000110457,1
ENSMUSG00000031898,0
ENSMUSG00000053687,0
ENSMUSG00000115067,0
ENSMUSG00000031901,194
ENSMUSG00000115768,0
ENSMUSG00000045538,283
ENSMUSG00000031902,1854
ENSMUSG00000084128,4
ENSMUSG00000086390,1
ENSMUSG00000031903,191
ENSMUSG00000031904,1303
ENSMUSG00000033106,738
ENSMUSG00000060098,1306
ENSMUSG00000031906,1
ENSMUSG00000074113,0
ENSMUSG00000031907,167
ENSMUSG00000054069,0
ENSMUSG00000061048,0
ENSMUSG00000099139,0
ENSMUSG00000000303,26
ENSMUSG00000041949,399
ENSMUSG00000031910,26
ENSMUSG00000046691,3
ENSMUSG00000117748,0
ENSMUSG00000041438,2019
ENSMUSG00000041308,1714
ENSMUSG00000085464,0
ENSMUSG00000031913,506
ENSMUSG00000078931,0
ENSMUSG00000031916,580
ENSMUSG00000031917,1160
ENSMUSG00000031919,3
ENSMUSG00000031921,670
ENSMUSG00000031924,7071
ENSMUSG00000003847,2039
ENSMUSG00000003849,824
ENSMUSG00000003848,1226
ENSMUSG00000031930,1113
ENSMUSG00000039067,4342
ENSMUSG00000110625,0
ENSMUSG00000038872,320
ENSMUSG00000109868,0
ENSMUSG00000110613,0
ENSMUSG00000093697,0
ENSMUSG00000097393,0
ENSMUSG00000031727,0
ENSMUSG00000037993,1801
ENSMUSG00000031723,186
ENSMUSG00000031722,0
ENSMUSG00000031730,443
ENSMUSG00000048827,26
ENSMUSG00000031729,1527
ENSMUSG00000031728,276
ENSMUSG00000069895,1737
ENSMUSG00000031731,1832
ENSMUSG00000078143,3
ENSMUSG00000031732,494
ENSMUSG00000085678,2
ENSMUSG00000001672,0
ENSMUSG00000001670,0
ENSMUSG00000035930,0
ENSMUSG00000110507,0
ENSMUSG00000044676,0
ENSMUSG00000091041,0
ENSMUSG00000095941,0
ENSMUSG00000003657,0
ENSMUSG00000046441,356
ENSMUSG00000097409,0
ENSMUSG00000059854,0
ENSMUSG00000010936,1531
ENSMUSG00000033763,1088
ENSMUSG00000031750,2
ENSMUSG00000090039,1
ENSMUSG00000085068,0
ENSMUSG00000033732,7143
ENSMUSG00000031753,1232
ENSMUSG00000033703,462
ENSMUSG00000031749,644
ENSMUSG00000015023,1359
ENSMUSG00000033658,839
ENSMUSG00000031960,8533
ENSMUSG00000109941,0
ENSMUSG00000033633,0
ENSMUSG00000033624,450
ENSMUSG00000084808,56
ENSMUSG00000003316,3375
ENSMUSG00000033596,2848
ENSMUSG00000012519,1343
ENSMUSG00000033579,2
ENSMUSG00000031959,656
ENSMUSG00000033545,1102
ENSMUSG00000031958,5
ENSMUSG00000055835,285
ENSMUSG00000031957,1
ENSMUSG00000031955,1590
ENSMUSG00000031954,1506
ENSMUSG00000031953,105
ENSMUSG00000031952,1
ENSMUSG00000031951,185
ENSMUSG00000031950,714
ENSMUSG00000031949,184
ENSMUSG00000031948,5270
ENSMUSG00000033430,487
ENSMUSG00000098075,0
ENSMUSG00000031772,0
ENSMUSG00000110455,0
ENSMUSG00000110541,0
ENSMUSG00000078908,400
ENSMUSG00000033409,1
ENSMUSG00000110582,0
ENSMUSG00000053399,0
ENSMUSG00000031767,167
ENSMUSG00000046844,6
ENSMUSG00000084848,0
ENSMUSG00000008874,0
ENSMUSG00000004637,210
ENSMUSG00000090217,0
ENSMUSG00000089723,0
ENSMUSG00000089797,0
ENSMUSG00000110592,0
ENSMUSG00000055435,619
ENSMUSG00000086717,0
ENSMUSG00000110620,0
ENSMUSG00000110476,0
ENSMUSG00000110709,0
ENSMUSG00000034467,0
ENSMUSG00000031758,26
ENSMUSG00000014633,326
ENSMUSG00000031756,661
ENSMUSG00000047388,734
ENSMUSG00000031847,18
ENSMUSG00000034424,684
ENSMUSG00000034416,0
ENSMUSG00000085688,0
ENSMUSG00000031845,0
ENSMUSG00000052557,410
ENSMUSG00000034390,359
ENSMUSG00000034330,209
ENSMUSG00000034308,59
ENSMUSG00000110459,0
ENSMUSG00000110151,0
ENSMUSG00000031844,0
ENSMUSG00000110494,0
ENSMUSG00000031843,499
ENSMUSG00000031841,349
ENSMUSG00000110548,0
ENSMUSG00000110667,0
ENSMUSG00000031839,1282
ENSMUSG00000110470,0
ENSMUSG00000074064,227
ENSMUSG00000074063,649
ENSMUSG00000031837,2
ENSMUSG00000034224,1
ENSMUSG00000031835,2408
ENSMUSG00000034189,426
ENSMUSG00000031831,3
ENSMUSG00000031832,181
ENSMUSG00000024266,0
ENSMUSG00000045246,0
ENSMUSG00000110453,5
ENSMUSG00000023336,100
ENSMUSG00000034112,0
ENSMUSG00000034105,157
ENSMUSG00000031827,1695
ENSMUSG00000031828,90
ENSMUSG00000031826,2238
ENSMUSG00000031825,0
ENSMUSG00000089776,0
ENSMUSG00000031823,619
ENSMUSG00000089742,1
ENSMUSG00000097944,23
ENSMUSG00000031824,170
ENSMUSG00000042269,0
ENSMUSG00000097960,3
ENSMUSG00000031822,279
ENSMUSG00000097983,0
ENSMUSG00000031821,402
ENSMUSG00000097773,1
ENSMUSG00000097702,0
ENSMUSG00000043687,92
ENSMUSG00000097500,0
ENSMUSG00000031819,1258
ENSMUSG00000031818,2686
ENSMUSG00000041515,2
ENSMUSG00000097087,0
ENSMUSG00000101886,0
ENSMUSG00000097336,0
ENSMUSG00000042812,1
ENSMUSG00000031816,541
ENSMUSG00000046714,7
ENSMUSG00000097084,0
ENSMUSG00000097097,0
ENSMUSG00000097384,0
ENSMUSG00000097783,0
ENSMUSG00000097438,0
ENSMUSG00000031809,0
ENSMUSG00000098211,0
ENSMUSG00000097424,2
ENSMUSG00000052934,438
ENSMUSG00000031812,1924
ENSMUSG00000061410,1034
ENSMUSG00000098221,4
ENSMUSG00000110673,0
ENSMUSG00000025318,7
ENSMUSG00000040263,874
ENSMUSG00000092418,1
ENSMUSG00000110631,15205
ENSMUSG00000097812,3
ENSMUSG00000040010,5611
ENSMUSG00000074052,5
ENSMUSG00000025317,1
ENSMUSG00000098184,2
ENSMUSG00000025316,387
ENSMUSG00000043903,127
ENSMUSG00000049577,247
ENSMUSG00000109957,2
ENSMUSG00000039079,0
ENSMUSG00000093682,5
ENSMUSG00000017478,2258
ENSMUSG00000046108,2
ENSMUSG00000006519,199
ENSMUSG00000006517,621
ENSMUSG00000110656,18
ENSMUSG00000006587,0
ENSMUSG00000014470,423
ENSMUSG00000049482,523
ENSMUSG00000014444,2849
ENSMUSG00000006585,3075
ENSMUSG00000006589,1444
ENSMUSG00000015027,465
ENSMUSG00000015013,542
ENSMUSG00000069867,3
ENSMUSG00000006362,6
ENSMUSG00000090174,0
ENSMUSG00000110523,0
ENSMUSG00000110682,1
ENSMUSG00000110716,0
ENSMUSG00000015016,435
ENSMUSG00000031962,2
ENSMUSG00000110440,0
ENSMUSG00000035569,5740
ENSMUSG00000099881,98
ENSMUSG00000000738,1376
ENSMUSG00000000740,15042
ENSMUSG00000034796,0
ENSMUSG00000000739,1
ENSMUSG00000110537,2
ENSMUSG00000019278,0
ENSMUSG00000000743,1800
ENSMUSG00000048478,15
ENSMUSG00000033862,376
ENSMUSG00000033594,31
ENSMUSG00000097637,5
ENSMUSG00000001062,390
ENSMUSG00000001065,358
ENSMUSG00000032815,2115
ENSMUSG00000010154,127
ENSMUSG00000001472,6604
ENSMUSG00000074037,3595
ENSMUSG00000062380,3865
ENSMUSG00000001482,1389
ENSMUSG00000031967,2265
ENSMUSG00000031970,143
ENSMUSG00000040220,661
ENSMUSG00000039960,2853
ENSMUSG00000110467,0
ENSMUSG00000110599,2
ENSMUSG00000097203,40
ENSMUSG00000110684,2
ENSMUSG00000019478,401
ENSMUSG00000085030,26
ENSMUSG00000031971,266
ENSMUSG00000031972,5
ENSMUSG00000110547,17
ENSMUSG00000039509,1700
ENSMUSG00000110615,1
ENSMUSG00000031974,389
ENSMUSG00000038697,824
ENSMUSG00000031976,811
ENSMUSG00000110704,0
ENSMUSG00000089704,1531
ENSMUSG00000089745,0
ENSMUSG00000089820,8
ENSMUSG00000050751,94
ENSMUSG00000031979,961
ENSMUSG00000031980,156
ENSMUSG00000031981,0
ENSMUSG00000031983,1437
ENSMUSG00000037300,1088
ENSMUSG00000031982,190
ENSMUSG00000043068,129
ENSMUSG00000036913,20
ENSMUSG00000031984,1449
ENSMUSG00000031985,2433
ENSMUSG00000074030,305
ENSMUSG00000031986,563
ENSMUSG00000110706,8
ENSMUSG00000031987,1120
ENSMUSG00000056820,2482
ENSMUSG00000043051,29
ENSMUSG00000086694,1
ENSMUSG00000001995,1081
ENSMUSG00000110629,0
ENSMUSG00000050930,0
ENSMUSG00000031851,135
ENSMUSG00000060212,0
ENSMUSG00000100812,0
ENSMUSG00000031853,0
ENSMUSG00000033998,0
ENSMUSG00000110698,0
ENSMUSG00000057060,0
ENSMUSG00000051671,246
ENSMUSG00000090290,627
ENSMUSG00000097060,5
ENSMUSG00000051495,1376
ENSMUSG00000110626,0
ENSMUSG00000110697,4
ENSMUSG00000110498,0
ENSMUSG00000093904,5590
ENSMUSG00000033931,749
ENSMUSG00000025812,1290
ENSMUSG00000025810,497
ENSMUSG00000025809,15342
ENSMUSG00000025808,5
ENSMUSG00000102141,0
ENSMUSG00000056018,1
ENSMUSG00000078840,0
ENSMUSG00000071302,144
ENSMUSG00000110605,84
ENSMUSG00000091028,0
ENSMUSG00000096385,0
ENSMUSG00000096519,0
ENSMUSG00000074564,0
ENSMUSG00000095547,0
ENSMUSG00000095186,0
ENSMUSG00000095891,0
ENSMUSG00000096736,0
ENSMUSG00000096201,0
ENSMUSG00000042360,0
ENSMUSG00000110491,0
ENSMUSG00000025899,820
ENSMUSG00000025898,416
ENSMUSG00000041624,0
ENSMUSG00000025894,921
ENSMUSG00000025893,66
ENSMUSG00000041124,951
ENSMUSG00000025892,85
ENSMUSG00000025888,2
ENSMUSG00000033538,2
ENSMUSG00000025887,5
ENSMUSG00000032006,0
ENSMUSG00000047619,0
ENSMUSG00000047193,430
ENSMUSG00000032002,1738
ENSMUSG00000050578,0
ENSMUSG00000049723,0
ENSMUSG00000041620,0
ENSMUSG00000043613,2
ENSMUSG00000047562,0
ENSMUSG00000005800,0
ENSMUSG00000070323,0
ENSMUSG00000018620,0
ENSMUSG00000086381,0
ENSMUSG00000018623,0
ENSMUSG00000050912,1798
ENSMUSG00000057367,394
ENSMUSG00000032000,39
ENSMUSG00000053110,3376
ENSMUSG00000092185,4
ENSMUSG00000110161,11
ENSMUSG00000053070,198
ENSMUSG00000040729,44
ENSMUSG00000031997,2
ENSMUSG00000111602,2
ENSMUSG00000031870,0
ENSMUSG00000050730,557
ENSMUSG00000085253,0
ENSMUSG00000111061,0
ENSMUSG00000111284,0
ENSMUSG00000039488,0
ENSMUSG00000109590,0
ENSMUSG00000110951,0
ENSMUSG00000111691,0
ENSMUSG00000111503,0
ENSMUSG00000111830,0
ENSMUSG00000111285,0
ENSMUSG00000079083,131
ENSMUSG00000079084,462
ENSMUSG00000031925,162
ENSMUSG00000090592,0
ENSMUSG00000031918,7735
ENSMUSG00000031922,1202
ENSMUSG00000037808,1045
ENSMUSG00000111100,1
ENSMUSG00000111871,0
ENSMUSG00000111489,0
ENSMUSG00000111479,0
ENSMUSG00000111803,0
ENSMUSG00000111695,0
ENSMUSG00000111097,0
ENSMUSG00000032009,1071
ENSMUSG00000111555,0
ENSMUSG00000037419,425
ENSMUSG00000111786,0
ENSMUSG00000053914,2
ENSMUSG00000004096,1861
ENSMUSG00000013076,3603
ENSMUSG00000111198,0
ENSMUSG00000111085,0
ENSMUSG00000036912,0
ENSMUSG00000074508,0
ENSMUSG00000049307,0
ENSMUSG00000031927,0
ENSMUSG00000031931,501
ENSMUSG00000031928,1067
ENSMUSG00000090023,3
ENSMUSG00000031932,0
ENSMUSG00000031933,0
ENSMUSG00000110766,0
ENSMUSG00000031934,555
ENSMUSG00000031936,0
ENSMUSG00000031937,0
ENSMUSG00000031935,856
ENSMUSG00000031938,701
ENSMUSG00000031939,3270
ENSMUSG00000046111,954
ENSMUSG00000089702,0
ENSMUSG00000111763,0
ENSMUSG00000058173,220
ENSMUSG00000039977,0
ENSMUSG00000111299,0
ENSMUSG00000043885,494
ENSMUSG00000050901,0
ENSMUSG00000074505,0
ENSMUSG00000001774,1451
ENSMUSG00000043943,203
ENSMUSG00000074502,0
ENSMUSG00000047508,0
ENSMUSG00000074500,37
ENSMUSG00000038691,0
ENSMUSG00000109564,0
ENSMUSG00000054141,0
ENSMUSG00000078116,0
ENSMUSG00000051414,0
ENSMUSG00000062868,0
ENSMUSG00000095957,0
ENSMUSG00000095525,0
ENSMUSG00000045204,0
ENSMUSG00000059303,0
ENSMUSG00000110621,0
ENSMUSG00000110519,0
ENSMUSG00000048391,0
ENSMUSG00000049229,0
ENSMUSG00000061614,0
ENSMUSG00000058692,0
ENSMUSG00000059821,0
ENSMUSG00000052182,0
ENSMUSG00000094535,0
ENSMUSG00000052625,0
ENSMUSG00000051160,0
ENSMUSG00000095667,0
ENSMUSG00000043087,0
ENSMUSG00000057551,531
ENSMUSG00000094678,0
ENSMUSG00000058659,0
ENSMUSG00000095448,0
ENSMUSG00000110511,0
ENSMUSG00000066905,0
ENSMUSG00000063842,0
ENSMUSG00000051118,0
ENSMUSG00000050803,0
ENSMUSG00000044454,0
ENSMUSG00000044106,0
ENSMUSG00000058491,0
ENSMUSG00000066899,0
ENSMUSG00000061457,0
ENSMUSG00000066897,0
ENSMUSG00000059623,0
ENSMUSG00000049028,0
ENSMUSG00000066896,0
ENSMUSG00000045519,91
ENSMUSG00000063108,645
ENSMUSG00000059475,410
ENSMUSG00000060510,1379
ENSMUSG00000058192,157
ENSMUSG00000062470,23
ENSMUSG00000066892,154
ENSMUSG00000084786,718
ENSMUSG00000032171,1999
ENSMUSG00000032172,5
ENSMUSG00000004098,601
ENSMUSG00000053773,0
ENSMUSG00000038884,0
ENSMUSG00000038742,18
ENSMUSG00000004100,1193
ENSMUSG00000070319,2568
ENSMUSG00000004099,8156
ENSMUSG00000043895,370
ENSMUSG00000003299,865
ENSMUSG00000037405,1
ENSMUSG00000110790,0
ENSMUSG00000001014,0
ENSMUSG00000032174,7
ENSMUSG00000097535,3
ENSMUSG00000079681,32
ENSMUSG00000079677,445
ENSMUSG00000086016,402
ENSMUSG00000032175,692
ENSMUSG00000019471,5269
ENSMUSG00000032177,329
ENSMUSG00000097439,16
ENSMUSG00000003308,635
ENSMUSG00000045087,0
ENSMUSG00000002820,415
ENSMUSG00000035047,437
ENSMUSG00000096472,852
ENSMUSG00000003309,0
ENSMUSG00000111172,0
ENSMUSG00000057193,1376
ENSMUSG00000110915,1
ENSMUSG00000032178,3900
ENSMUSG00000097665,12
ENSMUSG00000002825,269
ENSMUSG00000033335,2097
ENSMUSG00000032180,486
ENSMUSG00000057191,3
ENSMUSG00000032185,1624
ENSMUSG00000032182,56
ENSMUSG00000048429,896
ENSMUSG00000032187,6103
ENSMUSG00000097155,1
ENSMUSG00000032193,2836
ENSMUSG00000074476,898
ENSMUSG00000032194,878
ENSMUSG00000032198,549
ENSMUSG00000047822,1
ENSMUSG00000019066,306
ENSMUSG00000040883,377
ENSMUSG00000006241,40
ENSMUSG00000040563,122
ENSMUSG00000051238,155
ENSMUSG00000006235,28
ENSMUSG00000040146,333
ENSMUSG00000039632,9
ENSMUSG00000003402,2902
ENSMUSG00000003410,0
ENSMUSG00000038895,148
ENSMUSG00000096981,1
ENSMUSG00000066839,361
ENSMUSG00000001349,0
ENSMUSG00000013822,847
ENSMUSG00000111856,0
ENSMUSG00000001348,1
ENSMUSG00000010607,172
ENSMUSG00000074472,0
ENSMUSG00000090925,0
ENSMUSG00000057982,283
ENSMUSG00000062794,1
ENSMUSG00000111205,0
ENSMUSG00000066829,129
ENSMUSG00000036777,5736
ENSMUSG00000111069,2
ENSMUSG00000032239,572
ENSMUSG00000036411,21
ENSMUSG00000091159,4
ENSMUSG00000035919,209
ENSMUSG00000031963,0
ENSMUSG00000110848,0
ENSMUSG00000043659,0
ENSMUSG00000085969,0
ENSMUSG00000074465,8
ENSMUSG00000043067,1454
ENSMUSG00000111365,0
ENSMUSG00000085576,0
ENSMUSG00000047995,0
ENSMUSG00000031965,0
ENSMUSG00000111275,0
ENSMUSG00000111866,0
ENSMUSG00000111751,0
ENSMUSG00000066810,0
ENSMUSG00000008429,736
ENSMUSG00000100002,2
ENSMUSG00000001833,4537
ENSMUSG00000036611,0
ENSMUSG00000110866,1
ENSMUSG00000111240,0
ENSMUSG00000111066,0
ENSMUSG00000110901,0
ENSMUSG00000045994,0
ENSMUSG00000036395,0
ENSMUSG00000031966,0
ENSMUSG00000079644,0
ENSMUSG00000031969,592
ENSMUSG00000035443,1195
ENSMUSG00000031988,1078
ENSMUSG00000035024,1535
ENSMUSG00000031990,213
ENSMUSG00000111390,20
ENSMUSG00000110836,0
ENSMUSG00000111387,0
ENSMUSG00000034275,293
ENSMUSG00000031991,0
ENSMUSG00000111694,0
ENSMUSG00000110851,0
ENSMUSG00000062257,0
ENSMUSG00000087531,0
ENSMUSG00000110741,0
ENSMUSG00000059974,0
ENSMUSG00000085449,0
ENSMUSG00000085638,0
ENSMUSG00000111304,0
ENSMUSG00000111109,0
ENSMUSG00000031993,1164
ENSMUSG00000111413,0
ENSMUSG00000111867,0
ENSMUSG00000033453,0
ENSMUSG00000031994,0
ENSMUSG00000111673,0
ENSMUSG00000047412,536
ENSMUSG00000097701,2
ENSMUSG00000031995,2
ENSMUSG00000031996,6941
ENSMUSG00000111246,1
ENSMUSG00000042496,337
ENSMUSG00000042185,1137
ENSMUSG00000041737,0
ENSMUSG00000111655,0
ENSMUSG00000111853,0
ENSMUSG00000110853,0
ENSMUSG00000032033,0
ENSMUSG00000110813,0
ENSMUSG00000111771,0
ENSMUSG00000041444,799
ENSMUSG00000032034,0
ENSMUSG00000111056,0
ENSMUSG00000041248,0
ENSMUSG00000016087,0
ENSMUSG00000098645,0
ENSMUSG00000110844,0
ENSMUSG00000032035,15830
ENSMUSG00000098843,5
ENSMUSG00000099148,0
ENSMUSG00000099025,0
ENSMUSG00000098519,0
ENSMUSG00000111645,0
ENSMUSG00000111467,0
ENSMUSG00000111878,0
ENSMUSG00000111276,0
ENSMUSG00000111265,0
ENSMUSG00000110771,0
ENSMUSG00000098358,0
ENSMUSG00000098758,0
ENSMUSG00000110925,0
ENSMUSG00000032036,51
ENSMUSG00000053889,5
ENSMUSG00000032038,716
ENSMUSG00000070315,61
ENSMUSG00000032040,736
ENSMUSG00000032041,258
ENSMUSG00000110774,0
ENSMUSG00000032042,3825
ENSMUSG00000039048,1122
ENSMUSG00000050471,612
ENSMUSG00000032044,403
ENSMUSG00000111746,0
ENSMUSG00000111059,0
ENSMUSG00000038119,1211
ENSMUSG00000098590,1
ENSMUSG00000032101,60
ENSMUSG00000032103,0
ENSMUSG00000050555,205
ENSMUSG00000074452,3
ENSMUSG00000032099,0
ENSMUSG00000094995,1
ENSMUSG00000091215,0
ENSMUSG00000091174,0
ENSMUSG00000090738,0
ENSMUSG00000032108,0
ENSMUSG00000047980,0
ENSMUSG00000098705,0
ENSMUSG00000078934,0
ENSMUSG00000099201,0
ENSMUSG00000091411,0
ENSMUSG00000098390,0
ENSMUSG00000023093,0
ENSMUSG00000090710,0
ENSMUSG00000074448,0
ENSMUSG00000091248,0
ENSMUSG00000070313,0
ENSMUSG00000098304,3
ENSMUSG00000032110,0
ENSMUSG00000032113,1292
ENSMUSG00000032116,5501
ENSMUSG00000096993,0
ENSMUSG00000062762,1437
ENSMUSG00000032118,595
ENSMUSG00000035934,16
ENSMUSG00000093721,0
ENSMUSG00000110722,0
ENSMUSG00000032121,145
ENSMUSG00000032122,268
ENSMUSG00000111797,0
ENSMUSG00000111439,1
ENSMUSG00000034303,289
ENSMUSG00000111748,8
ENSMUSG00000046240,2
ENSMUSG00000032125,3
ENSMUSG00000032128,1
ENSMUSG00000042138,299
ENSMUSG00000001946,2
ENSMUSG00000001943,3
ENSMUSG00000053310,0
ENSMUSG00000001942,437
ENSMUSG00000001948,1
ENSMUSG00000011114,1095
ENSMUSG00000011118,0
ENSMUSG00000061165,0
ENSMUSG00000063350,0
ENSMUSG00000058628,0
ENSMUSG00000066750,0
ENSMUSG00000066749,0
ENSMUSG00000066748,0
ENSMUSG00000066747,0
ENSMUSG00000060583,0
ENSMUSG00000094461,0
ENSMUSG00000095893,0
ENSMUSG00000096424,0
ENSMUSG00000096167,0
ENSMUSG00000095527,0
ENSMUSG00000096356,0
ENSMUSG00000096409,0
ENSMUSG00000045528,0
ENSMUSG00000093901,0
ENSMUSG00000070311,0
ENSMUSG00000094778,0
ENSMUSG00000096427,0
ENSMUSG00000111814,0
ENSMUSG00000058270,0
ENSMUSG00000094588,0
ENSMUSG00000049864,0
ENSMUSG00000096757,0
ENSMUSG00000049098,0
ENSMUSG00000052058,0
ENSMUSG00000049334,0
ENSMUSG00000094380,0
ENSMUSG00000096794,0
ENSMUSG00000039962,0
ENSMUSG00000094810,0
ENSMUSG00000062621,0
ENSMUSG00000060114,0
ENSMUSG00000111448,0
ENSMUSG00000059189,0
ENSMUSG00000047050,0
ENSMUSG00000094701,0
ENSMUSG00000063225,0
ENSMUSG00000046150,0
ENSMUSG00000056961,0
ENSMUSG00000023186,347
ENSMUSG00000061039,1
ENSMUSG00000049926,0
ENSMUSG00000043911,0
ENSMUSG00000044798,0
ENSMUSG00000062103,0
ENSMUSG00000047667,0
ENSMUSG00000064333,0
ENSMUSG00000063221,0
ENSMUSG00000058515,0
ENSMUSG00000057424,0
ENSMUSG00000059595,0
ENSMUSG00000058820,0
ENSMUSG00000094182,0
ENSMUSG00000048501,0
ENSMUSG00000049708,0
ENSMUSG00000094970,0
ENSMUSG00000096555,0
ENSMUSG00000096109,0
ENSMUSG00000063380,0
ENSMUSG00000057349,0
ENSMUSG00000094269,0
ENSMUSG00000058856,0
ENSMUSG00000094745,0
ENSMUSG00000063176,0
ENSMUSG00000062649,0
ENSMUSG00000095322,0
ENSMUSG00000050853,0
ENSMUSG00000059366,0
ENSMUSG00000038112,0
ENSMUSG00000048299,0
ENSMUSG00000059867,0
ENSMUSG00000059106,0
ENSMUSG00000064110,0
ENSMUSG00000062121,0
ENSMUSG00000095839,0
ENSMUSG00000094353,0
ENSMUSG00000055820,0
ENSMUSG00000095903,0
ENSMUSG00000094254,0
ENSMUSG00000095774,0
ENSMUSG00000093934,0
ENSMUSG00000094449,0
ENSMUSG00000095390,0
ENSMUSG00000051493,0
ENSMUSG00000043331,0
ENSMUSG00000047352,0
ENSMUSG00000044292,0
ENSMUSG00000059473,0
ENSMUSG00000060254,0
ENSMUSG00000046678,1
ENSMUSG00000049010,0
ENSMUSG00000044205,0
ENSMUSG00000045812,0
ENSMUSG00000049073,0
ENSMUSG00000040541,0
ENSMUSG00000051095,0
ENSMUSG00000025602,202
ENSMUSG00000049281,0
ENSMUSG00000040111,1156
ENSMUSG00000087047,0
ENSMUSG00000111323,0
ENSMUSG00000111271,0
ENSMUSG00000097205,0
ENSMUSG00000110922,0
ENSMUSG00000111858,0
ENSMUSG00000111504,0
ENSMUSG00000110992,0
ENSMUSG00000094204,0
ENSMUSG00000032024,0
ENSMUSG00000111794,0
ENSMUSG00000086014,0
ENSMUSG00000111189,0
ENSMUSG00000087135,0
ENSMUSG00000015656,56371
ENSMUSG00000054360,0
ENSMUSG00000032023,0
ENSMUSG00000032021,0
ENSMUSG00000032020,853
ENSMUSG00000110747,1
ENSMUSG00000100837,1
ENSMUSG00000074415,0
ENSMUSG00000111593,0
ENSMUSG00000111854,0
ENSMUSG00000100158,0
ENSMUSG00000110727,0
ENSMUSG00000110862,0
ENSMUSG00000111511,1
ENSMUSG00000110981,1
ENSMUSG00000111156,1
ENSMUSG00000111726,1
ENSMUSG00000049313,0
ENSMUSG00000086360,0
ENSMUSG00000111167,0
ENSMUSG00000111767,0
ENSMUSG00000032018,789
ENSMUSG00000111074,0
ENSMUSG00000037705,2
ENSMUSG00000110937,0
ENSMUSG00000037287,818
ENSMUSG00000087456,0
ENSMUSG00000032017,31
ENSMUSG00000110749,0
ENSMUSG00000059495,5434
ENSMUSG00000048503,152
ENSMUSG00000032015,0
ENSMUSG00000032014,436
ENSMUSG00000095385,1
ENSMUSG00000032013,1
ENSMUSG00000110823,0
ENSMUSG00000111829,0
ENSMUSG00000100836,0
ENSMUSG00000111110,0
ENSMUSG00000110988,0
ENSMUSG00000111400,0
ENSMUSG00000111334,0
ENSMUSG00000032012,0
ENSMUSG00000096322,0
ENSMUSG00000111758,0
ENSMUSG00000111637,2
ENSMUSG00000111283,0
ENSMUSG00000111229,0
ENSMUSG00000032011,0
ENSMUSG00000111409,1
ENSMUSG00000111415,2
ENSMUSG00000032010,192
ENSMUSG00000053128,168
ENSMUSG00000034739,3
ENSMUSG00000079592,0
ENSMUSG00000092258,0
ENSMUSG00000097467,17
ENSMUSG00000097617,22
ENSMUSG00000032135,5033
ENSMUSG00000034342,1783
ENSMUSG00000070306,0
ENSMUSG00000032105,5
ENSMUSG00000032109,102
ENSMUSG00000032131,18
ENSMUSG00000111291,78
ENSMUSG00000032119,462
ENSMUSG00000032120,1235
ENSMUSG00000032123,656
ENSMUSG00000110740,3
ENSMUSG00000049932,996
ENSMUSG00000032126,956
ENSMUSG00000032127,1372
ENSMUSG00000032115,6100
ENSMUSG00000032114,253
ENSMUSG00000032112,561
ENSMUSG00000009927,8933
ENSMUSG00000043923,122
ENSMUSG00000111849,0
ENSMUSG00000074397,0
ENSMUSG00000041523,0
ENSMUSG00000060380,2
ENSMUSG00000110980,0
ENSMUSG00000063382,1525
ENSMUSG00000047880,0
ENSMUSG00000111378,0
ENSMUSG00000110721,0
ENSMUSG00000111656,0
ENSMUSG00000032097,4945
ENSMUSG00000110755,0
ENSMUSG00000032098,7
ENSMUSG00000048537,2417
ENSMUSG00000032096,6007
ENSMUSG00000002031,788
ENSMUSG00000002032,48
ENSMUSG00000110750,0
ENSMUSG00000039438,0
ENSMUSG00000002028,1867
ENSMUSG00000110773,3
ENSMUSG00000038717,187
ENSMUSG00000111082,10
ENSMUSG00000059890,1343
ENSMUSG00000002033,0
ENSMUSG00000032094,0
ENSMUSG00000032093,0
ENSMUSG00000111203,0
ENSMUSG00000032092,0
ENSMUSG00000070305,0
ENSMUSG00000048534,0
ENSMUSG00000074385,0
ENSMUSG00000070304,0
ENSMUSG00000046480,0
ENSMUSG00000111811,0
ENSMUSG00000032091,0
ENSMUSG00000091659,0
ENSMUSG00000091996,0
ENSMUSG00000032089,0
ENSMUSG00000085831,0
ENSMUSG00000037129,0
ENSMUSG00000066705,0
ENSMUSG00000059412,0
ENSMUSG00000097074,0
ENSMUSG00000032087,0
ENSMUSG00000043987,1155
ENSMUSG00000032086,998
ENSMUSG00000089810,127
ENSMUSG00000042790,588
ENSMUSG00000035382,561
ENSMUSG00000032085,1
ENSMUSG00000111521,7
ENSMUSG00000034908,930
ENSMUSG00000111329,7
ENSMUSG00000003131,4168
ENSMUSG00000034135,1967
ENSMUSG00000032083,0
ENSMUSG00000032081,0
