Gene,M-4
ENSMUSG00000100538,0
ENSMUSG00000043760,8
ENSMUSG00000089914,0
ENSMUSG00000099906,0
ENSMUSG00000025929,0
ENSMUSG00000041872,6
ENSMUSG00000041859,6762
ENSMUSG00000102121,0
ENSMUSG00000097934,7
ENSMUSG00000025931,114
ENSMUSG00000041809,25
ENSMUSG00000041779,367
ENSMUSG00000099971,0
ENSMUSG00000025933,100
ENSMUSG00000025934,16
ENSMUSG00000099343,0
ENSMUSG00000067750,0
ENSMUSG00000041722,0
ENSMUSG00000085079,0
ENSMUSG00000028033,93
ENSMUSG00000041670,16
ENSMUSG00000101227,0
ENSMUSG00000073730,0
ENSMUSG00000097970,12
ENSMUSG00000100775,0
ENSMUSG00000026158,441
ENSMUSG00000099503,0
ENSMUSG00000026156,19
ENSMUSG00000026155,524
ENSMUSG00000026154,272
ENSMUSG00000026153,1630
ENSMUSG00000026147,32
ENSMUSG00000026141,2
ENSMUSG00000073725,1780
ENSMUSG00000100483,0
ENSMUSG00000099392,0
ENSMUSG00000033569,0
ENSMUSG00000073722,0
ENSMUSG00000101514,0
ENSMUSG00000048411,0
ENSMUSG00000053185,0
ENSMUSG00000048874,2589
ENSMUSG00000026064,30
ENSMUSG00000117310,5
ENSMUSG00000117091,2
ENSMUSG00000086727,2
ENSMUSG00000100237,0
ENSMUSG00000100910,0
ENSMUSG00000050217,0
ENSMUSG00000026063,0
ENSMUSG00000026058,0
ENSMUSG00000091318,0
ENSMUSG00000102917,0
ENSMUSG00000104230,0
ENSMUSG00000026134,1368
ENSMUSG00000004768,689
ENSMUSG00000042215,862
ENSMUSG00000042197,1933
ENSMUSG00000042182,1086
ENSMUSG00000026131,11021
ENSMUSG00000096992,6
ENSMUSG00000104397,0
ENSMUSG00000102336,0
ENSMUSG00000042111,658
ENSMUSG00000101711,0
ENSMUSG00000026127,1613
ENSMUSG00000026126,5
ENSMUSG00000100280,0
ENSMUSG00000101223,0
ENSMUSG00000026125,0
ENSMUSG00000026124,0
ENSMUSG00000037529,0
ENSMUSG00000045815,0
ENSMUSG00000045174,0
ENSMUSG00000037509,73
ENSMUSG00000118272,0
ENSMUSG00000104002,5
ENSMUSG00000037503,5618
ENSMUSG00000026123,1556
ENSMUSG00000104417,0
ENSMUSG00000101714,0
ENSMUSG00000102531,0
ENSMUSG00000102279,0
ENSMUSG00000103708,0
ENSMUSG00000104201,0
ENSMUSG00000045216,356
ENSMUSG00000104523,0
ENSMUSG00000102202,10
ENSMUSG00000037470,4869
ENSMUSG00000047180,5
ENSMUSG00000037447,224
ENSMUSG00000102762,2
ENSMUSG00000010453,1607
ENSMUSG00000037432,73
ENSMUSG00000001143,543
ENSMUSG00000037408,440
ENSMUSG00000001138,675
ENSMUSG00000102845,0
ENSMUSG00000067653,231
ENSMUSG00000079610,352
ENSMUSG00000026121,948
ENSMUSG00000087589,39
ENSMUSG00000046337,101
ENSMUSG00000061518,4966
ENSMUSG00000037351,4308
ENSMUSG00000102416,2
ENSMUSG00000104237,0
ENSMUSG00000026117,0
ENSMUSG00000026116,3083
ENSMUSG00000102930,0
ENSMUSG00000050122,0
ENSMUSG00000103603,0
ENSMUSG00000026114,0
ENSMUSG00000026113,216
ENSMUSG00000086064,0
ENSMUSG00000026112,3323
ENSMUSG00000026111,920
ENSMUSG00000026110,1436
ENSMUSG00000026090,8
ENSMUSG00000089767,1
ENSMUSG00000060771,136
ENSMUSG00000097268,0
ENSMUSG00000037216,55
ENSMUSG00000026088,277
ENSMUSG00000026087,1930
ENSMUSG00000061584,0
ENSMUSG00000087374,0
ENSMUSG00000026085,0
ENSMUSG00000058407,1660
ENSMUSG00000026083,4385
ENSMUSG00000026082,884
ENSMUSG00000103804,24
ENSMUSG00000102716,0
ENSMUSG00000037138,942
ENSMUSG00000085391,0
ENSMUSG00000085280,0
ENSMUSG00000087131,3
ENSMUSG00000048814,5
ENSMUSG00000026080,15
ENSMUSG00000103647,1
ENSMUSG00000067604,0
ENSMUSG00000026078,1229
ENSMUSG00000104188,0
ENSMUSG00000026077,0
ENSMUSG00000073702,8232
ENSMUSG00000003134,94
ENSMUSG00000003135,1476
ENSMUSG00000085894,28
ENSMUSG00000048234,1012
ENSMUSG00000050967,0
ENSMUSG00000097083,0
ENSMUSG00000057173,0
ENSMUSG00000091937,0
ENSMUSG00000101634,0
ENSMUSG00000026074,6158
ENSMUSG00000026073,0
ENSMUSG00000097899,0
ENSMUSG00000026072,1
ENSMUSG00000070942,0
ENSMUSG00000026069,0
ENSMUSG00000026070,0
ENSMUSG00000026068,0
ENSMUSG00000104441,0
ENSMUSG00000026065,0
ENSMUSG00000026062,0
ENSMUSG00000103679,0
ENSMUSG00000103270,1
ENSMUSG00000041945,25
ENSMUSG00000079588,0
ENSMUSG00000104072,0
ENSMUSG00000100185,0
ENSMUSG00000100832,0
ENSMUSG00000053640,0
ENSMUSG00000101919,0
ENSMUSG00000101299,0
ENSMUSG00000100180,0
ENSMUSG00000060424,0
ENSMUSG00000093436,0
ENSMUSG00000045515,0
ENSMUSG00000097063,0
ENSMUSG00000099784,0
ENSMUSG00000060679,1198
ENSMUSG00000041907,0
ENSMUSG00000070939,1154
ENSMUSG00000100269,0
ENSMUSG00000041878,5
ENSMUSG00000010290,1003
ENSMUSG00000008136,6
ENSMUSG00000099576,0
ENSMUSG00000066877,462
ENSMUSG00000026051,3
ENSMUSG00000100764,1
ENSMUSG00000100635,7
ENSMUSG00000100480,17
ENSMUSG00000057363,1592
ENSMUSG00000041763,3222
ENSMUSG00000047343,6
ENSMUSG00000091844,8
ENSMUSG00000026049,1058
ENSMUSG00000026047,1220
ENSMUSG00000041684,741
ENSMUSG00000026048,791
ENSMUSG00000046828,0
ENSMUSG00000100769,0
ENSMUSG00000056870,2223
ENSMUSG00000101701,1
ENSMUSG00000026043,4
ENSMUSG00000026042,0
ENSMUSG00000025995,2577
ENSMUSG00000098549,0
ENSMUSG00000025993,79
ENSMUSG00000041144,1339
ENSMUSG00000101337,35
ENSMUSG00000025986,1324
ENSMUSG00000100213,12
ENSMUSG00000101447,0
ENSMUSG00000051616,0
ENSMUSG00000099608,0
ENSMUSG00000100451,0
ENSMUSG00000100816,0
ENSMUSG00000026109,21
ENSMUSG00000100671,0
ENSMUSG00000101242,0
ENSMUSG00000099924,0
ENSMUSG00000099625,0
ENSMUSG00000101799,1
ENSMUSG00000045954,1444
ENSMUSG00000101702,0
ENSMUSG00000026107,224
ENSMUSG00000099413,1
ENSMUSG00000101741,2
ENSMUSG00000018417,1511
ENSMUSG00000101724,0
ENSMUSG00000100313,0
ENSMUSG00000062939,0
ENSMUSG00000109599,5
ENSMUSG00000026104,750
ENSMUSG00000026103,4067
ENSMUSG00000002881,2165
ENSMUSG00000100120,0
ENSMUSG00000099878,2
ENSMUSG00000043015,267
ENSMUSG00000041439,784
ENSMUSG00000100302,0
ENSMUSG00000026102,150
ENSMUSG00000041426,557
ENSMUSG00000043629,445
ENSMUSG00000026100,0
ENSMUSG00000060715,9
ENSMUSG00000026098,495
ENSMUSG00000100763,1
ENSMUSG00000026097,993
ENSMUSG00000026096,602
ENSMUSG00000026095,1567
ENSMUSG00000117809,0
ENSMUSG00000096141,0
ENSMUSG00000026094,455
ENSMUSG00000042807,8
ENSMUSG00000025983,6
ENSMUSG00000041303,1200
ENSMUSG00000109809,0
ENSMUSG00000073678,441
ENSMUSG00000052331,242
ENSMUSG00000101674,1
ENSMUSG00000025982,10730
ENSMUSG00000025981,371
ENSMUSG00000025980,29847
ENSMUSG00000073676,4444
ENSMUSG00000025979,1908
ENSMUSG00000025978,5
ENSMUSG00000097649,4
ENSMUSG00000046994,522
ENSMUSG00000025977,0
ENSMUSG00000038349,19
ENSMUSG00000099950,0
ENSMUSG00000100372,0
ENSMUSG00000101332,0
ENSMUSG00000045336,0
ENSMUSG00000038331,78
ENSMUSG00000087022,13
ENSMUSG00000099945,0
ENSMUSG00000101429,0
ENSMUSG00000097519,61
ENSMUSG00000038323,430
ENSMUSG00000048495,237
ENSMUSG00000025971,318
ENSMUSG00000038305,1
ENSMUSG00000091283,0
ENSMUSG00000054770,473
ENSMUSG00000026039,340
ENSMUSG00000063558,259
ENSMUSG00000064294,0
ENSMUSG00000038242,0
ENSMUSG00000089822,0
ENSMUSG00000079554,0
ENSMUSG00000051223,11987
ENSMUSG00000026034,2517
ENSMUSG00000026035,375
ENSMUSG00000026036,1402
ENSMUSG00000026037,2082
ENSMUSG00000085054,13
ENSMUSG00000038174,589
ENSMUSG00000026032,949
ENSMUSG00000047528,4
ENSMUSG00000026031,2055
ENSMUSG00000026029,1566
ENSMUSG00000026028,3207
ENSMUSG00000026027,314
ENSMUSG00000072295,2
ENSMUSG00000047383,0
ENSMUSG00000099752,0
ENSMUSG00000038079,867
ENSMUSG00000097573,0
ENSMUSG00000079550,6
ENSMUSG00000101586,12
ENSMUSG00000026024,1568
ENSMUSG00000026023,1103
ENSMUSG00000099922,2
ENSMUSG00000041075,1848
ENSMUSG00000097819,136
ENSMUSG00000047361,73
ENSMUSG00000099811,0
ENSMUSG00000101409,0
ENSMUSG00000026021,3040
ENSMUSG00000026020,5909
ENSMUSG00000067336,1616
ENSMUSG00000041040,538
ENSMUSG00000026018,7
ENSMUSG00000026019,1568
ENSMUSG00000026017,314
ENSMUSG00000073664,798
ENSMUSG00000049439,1161
ENSMUSG00000026782,1802
ENSMUSG00000026014,1044
ENSMUSG00000026012,3
ENSMUSG00000086795,0
ENSMUSG00000085965,0
ENSMUSG00000026011,0
ENSMUSG00000026009,0
ENSMUSG00000100893,0
ENSMUSG00000085248,0
ENSMUSG00000085447,0
ENSMUSG00000086408,0
ENSMUSG00000100965,0
ENSMUSG00000086009,0
ENSMUSG00000052062,2
ENSMUSG00000085842,0
ENSMUSG00000085019,0
ENSMUSG00000085400,0
ENSMUSG00000100750,13
ENSMUSG00000025969,5790
ENSMUSG00000100811,12
ENSMUSG00000100426,0
ENSMUSG00000040865,1738
ENSMUSG00000084799,38
ENSMUSG00000101599,65
ENSMUSG00000025968,3977
ENSMUSG00000025967,11199
ENSMUSG00000046856,0
ENSMUSG00000086730,0
ENSMUSG00000087561,0
ENSMUSG00000027520,0
ENSMUSG00000025964,375
ENSMUSG00000115378,0
ENSMUSG00000069085,0
ENSMUSG00000025963,0
ENSMUSG00000025962,832
ENSMUSG00000025961,4
ENSMUSG00000044689,0
ENSMUSG00000025959,519
ENSMUSG00000086836,0
ENSMUSG00000101895,0
ENSMUSG00000025958,1705
ENSMUSG00000025956,497
ENSMUSG00000101832,1
ENSMUSG00000100437,0
ENSMUSG00000087213,29
ENSMUSG00000070871,726
ENSMUSG00000045005,182
ENSMUSG00000051344,344
ENSMUSG00000025955,0
ENSMUSG00000070870,0
ENSMUSG00000067299,0
ENSMUSG00000025952,0
ENSMUSG00000073658,0
ENSMUSG00000044429,0
ENSMUSG00000044816,1
ENSMUSG00000025950,2138
ENSMUSG00000025949,2192
ENSMUSG00000025946,0
ENSMUSG00000025945,0
ENSMUSG00000015222,207
ENSMUSG00000073656,0
ENSMUSG00000055567,0
ENSMUSG00000026005,1158
ENSMUSG00000026004,243
ENSMUSG00000026003,2363
ENSMUSG00000061816,1
ENSMUSG00000026000,821
ENSMUSG00000025991,0
ENSMUSG00000086204,0
ENSMUSG00000085075,0
ENSMUSG00000087329,0
ENSMUSG00000062209,1
ENSMUSG00000087514,0
ENSMUSG00000099804,0
ENSMUSG00000100354,0
ENSMUSG00000101156,0
ENSMUSG00000025997,62
ENSMUSG00000100815,0
ENSMUSG00000099954,0
ENSMUSG00000053153,1
ENSMUSG00000045648,0
ENSMUSG00000026196,720
ENSMUSG00000050296,638
ENSMUSG00000026192,4529
ENSMUSG00000026193,1628
ENSMUSG00000073652,9
ENSMUSG00000099707,0
ENSMUSG00000101211,0
ENSMUSG00000101848,1
ENSMUSG00000101764,1
ENSMUSG00000102123,0
ENSMUSG00000039395,832
ENSMUSG00000026189,137
ENSMUSG00000026188,1
ENSMUSG00000026187,1903
ENSMUSG00000039372,0
ENSMUSG00000039354,549
ENSMUSG00000110712,0
ENSMUSG00000039342,0
ENSMUSG00000046330,2295
ENSMUSG00000039323,0
ENSMUSG00000026185,0
ENSMUSG00000101968,0
ENSMUSG00000026182,0
ENSMUSG00000101112,0
ENSMUSG00000099877,0
ENSMUSG00000101812,0
ENSMUSG00000100444,0
ENSMUSG00000100429,0
ENSMUSG00000100301,1
ENSMUSG00000101344,0
ENSMUSG00000055322,60
ENSMUSG00000061815,0
ENSMUSG00000026180,0
ENSMUSG00000048480,1
ENSMUSG00000006304,5217
ENSMUSG00000064272,0
ENSMUSG00000006299,1550
ENSMUSG00000101503,0
ENSMUSG00000026179,822
ENSMUSG00000006301,852
ENSMUSG00000099931,0
ENSMUSG00000073650,0
ENSMUSG00000026177,6
ENSMUSG00000026176,1684
ENSMUSG00000026175,4
ENSMUSG00000033364,1301
ENSMUSG00000026174,2654
ENSMUSG00000026173,5
ENSMUSG00000026135,455
ENSMUSG00000026172,262
ENSMUSG00000026171,412
ENSMUSG00000033276,76
ENSMUSG00000033257,1690
ENSMUSG00000026170,0
ENSMUSG00000006542,3
ENSMUSG00000033227,5
ENSMUSG00000099472,0
ENSMUSG00000026167,1
ENSMUSG00000089964,0
ENSMUSG00000090071,33
ENSMUSG00000055197,0
ENSMUSG00000006546,0
ENSMUSG00000047021,1
ENSMUSG00000089653,0
ENSMUSG00000006538,5
ENSMUSG00000026162,48
ENSMUSG00000026205,2
ENSMUSG00000033159,422
ENSMUSG00000049339,1344
ENSMUSG00000026197,206
ENSMUSG00000026198,868
ENSMUSG00000033124,1031
ENSMUSG00000026199,170
ENSMUSG00000026200,59
ENSMUSG00000026201,757
ENSMUSG00000026202,1270
ENSMUSG00000096094,0
ENSMUSG00000026203,373
ENSMUSG00000026204,1
ENSMUSG00000101840,0
ENSMUSG00000033061,0
ENSMUSG00000100556,0
ENSMUSG00000026209,446
ENSMUSG00000026208,69
ENSMUSG00000085653,1
ENSMUSG00000026207,1357
ENSMUSG00000086053,0
ENSMUSG00000033021,856
ENSMUSG00000033007,8
ENSMUSG00000032997,1602
ENSMUSG00000026211,710
ENSMUSG00000051703,23
ENSMUSG00000032968,29
ENSMUSG00000026213,825
ENSMUSG00000006576,278
ENSMUSG00000099996,0
ENSMUSG00000100827,0
ENSMUSG00000100553,0
ENSMUSG00000100534,0
ENSMUSG00000026235,34
ENSMUSG00000101849,0
ENSMUSG00000102052,0
ENSMUSG00000004872,4304
ENSMUSG00000032908,7
ENSMUSG00000099561,0
ENSMUSG00000026245,2678
ENSMUSG00000090486,4
ENSMUSG00000012187,31
ENSMUSG00000099364,0
ENSMUSG00000100562,0
ENSMUSG00000032883,2032
ENSMUSG00000079470,914
ENSMUSG00000099706,0
ENSMUSG00000047330,0
ENSMUSG00000101324,0
ENSMUSG00000050711,0
ENSMUSG00000054702,81
ENSMUSG00000073643,1153
ENSMUSG00000026248,722
ENSMUSG00000026249,1
ENSMUSG00000099552,0
ENSMUSG00000043230,0
ENSMUSG00000101257,0
ENSMUSG00000004364,3509
ENSMUSG00000101722,1
ENSMUSG00000101483,0
ENSMUSG00000110100,0
ENSMUSG00000038608,205
ENSMUSG00000054976,0
ENSMUSG00000055980,110
ENSMUSG00000022591,0
ENSMUSG00000026142,848
ENSMUSG00000100786,0
ENSMUSG00000067158,26
ENSMUSG00000079465,0
ENSMUSG00000097564,5
ENSMUSG00000026150,1836
ENSMUSG00000101450,30
ENSMUSG00000026149,2
ENSMUSG00000114299,0
ENSMUSG00000100170,0
ENSMUSG00000026159,2758
ENSMUSG00000113880,1
ENSMUSG00000113973,0
ENSMUSG00000113846,0
ENSMUSG00000113084,0
ENSMUSG00000113925,0
ENSMUSG00000114011,0
ENSMUSG00000113097,0
ENSMUSG00000038496,0
ENSMUSG00000100190,0
ENSMUSG00000113267,0
ENSMUSG00000104423,0
ENSMUSG00000101315,0
ENSMUSG00000026166,0
ENSMUSG00000053161,0
ENSMUSG00000026163,0
ENSMUSG00000100580,0
ENSMUSG00000045658,0
ENSMUSG00000036766,0
ENSMUSG00000026219,7883
ENSMUSG00000073633,38
ENSMUSG00000026220,0
ENSMUSG00000052477,0
ENSMUSG00000089844,1
ENSMUSG00000073631,0
ENSMUSG00000072109,0
ENSMUSG00000090252,0
ENSMUSG00000089652,0
ENSMUSG00000089714,0
ENSMUSG00000094127,0
ENSMUSG00000070034,0
ENSMUSG00000090103,0
ENSMUSG00000070031,0
ENSMUSG00000073628,0
ENSMUSG00000090246,0
ENSMUSG00000026222,1
ENSMUSG00000052760,173
ENSMUSG00000100217,0
ENSMUSG00000036707,3092
ENSMUSG00000026223,2373
ENSMUSG00000026224,1
ENSMUSG00000099767,0
ENSMUSG00000049608,0
ENSMUSG00000100108,0
ENSMUSG00000026226,0
ENSMUSG00000026227,0
ENSMUSG00000026229,6147
ENSMUSG00000026228,5
ENSMUSG00000062590,214
ENSMUSG00000087538,0
ENSMUSG00000079445,0
ENSMUSG00000099644,0
ENSMUSG00000026234,29185
ENSMUSG00000073627,55
ENSMUSG00000026237,1
ENSMUSG00000036574,0
ENSMUSG00000026238,28078
ENSMUSG00000026239,716
ENSMUSG00000026240,534
ENSMUSG00000026241,0
ENSMUSG00000053333,485
ENSMUSG00000100768,0
ENSMUSG00000099401,0
ENSMUSG00000101625,0
ENSMUSG00000026246,0
ENSMUSG00000079440,0
ENSMUSG00000036500,0
ENSMUSG00000099839,0
ENSMUSG00000026247,0
ENSMUSG00000036480,0
ENSMUSG00000026251,0
ENSMUSG00000026253,0
ENSMUSG00000026254,1597
ENSMUSG00000026255,1
ENSMUSG00000089821,0
ENSMUSG00000048000,1794
ENSMUSG00000079436,3
ENSMUSG00000026258,1
ENSMUSG00000026259,1
ENSMUSG00000079434,0
ENSMUSG00000026288,3
ENSMUSG00000026289,569
ENSMUSG00000056055,11
ENSMUSG00000070738,1278
ENSMUSG00000101942,0
ENSMUSG00000005501,1215
ENSMUSG00000090165,0
ENSMUSG00000092220,0
ENSMUSG00000090175,0
ENSMUSG00000089675,0
ENSMUSG00000090124,1
ENSMUSG00000090145,0
ENSMUSG00000054545,0
ENSMUSG00000089943,0
ENSMUSG00000090171,0
ENSMUSG00000081984,0
ENSMUSG00000089960,0
ENSMUSG00000079429,128
ENSMUSG00000044783,5399
ENSMUSG00000036251,0
ENSMUSG00000085420,0
ENSMUSG00000026295,0
ENSMUSG00000099553,0
ENSMUSG00000100908,0
ENSMUSG00000062310,0
ENSMUSG00000100798,0
ENSMUSG00000100367,0
ENSMUSG00000049866,0
ENSMUSG00000097398,0
ENSMUSG00000099848,0
ENSMUSG00000099378,0
ENSMUSG00000036206,339
ENSMUSG00000101288,0
ENSMUSG00000099938,0
ENSMUSG00000055013,561
ENSMUSG00000101662,0
ENSMUSG00000102009,1
ENSMUSG00000034486,32
ENSMUSG00000092627,181
ENSMUSG00000067081,0
ENSMUSG00000026301,0
ENSMUSG00000100850,0
ENSMUSG00000044337,39
ENSMUSG00000101951,0
ENSMUSG00000101028,0
ENSMUSG00000101997,0
ENSMUSG00000034432,1800
ENSMUSG00000056128,0
ENSMUSG00000048126,0
ENSMUSG00000026303,4413
ENSMUSG00000090550,0
ENSMUSG00000026304,21
ENSMUSG00000100791,1
ENSMUSG00000026305,2782
ENSMUSG00000070732,0
ENSMUSG00000034353,0
ENSMUSG00000034343,649
ENSMUSG00000026307,2477
ENSMUSG00000090322,3
ENSMUSG00000049515,14
ENSMUSG00000026308,591
ENSMUSG00000047443,4
ENSMUSG00000026309,963
ENSMUSG00000100253,0
ENSMUSG00000067071,286
ENSMUSG00000055866,5
ENSMUSG00000100151,0
ENSMUSG00000034292,208
ENSMUSG00000026311,536
ENSMUSG00000101705,0
ENSMUSG00000100980,0
ENSMUSG00000007805,0
ENSMUSG00000101414,0
ENSMUSG00000026313,460
ENSMUSG00000101265,0
ENSMUSG00000026260,2680
ENSMUSG00000067064,0
ENSMUSG00000057464,0
ENSMUSG00000042849,0
ENSMUSG00000058904,0
ENSMUSG00000097001,0
ENSMUSG00000046300,0
ENSMUSG00000062497,0
ENSMUSG00000063583,0
ENSMUSG00000061616,0
ENSMUSG00000073616,808
ENSMUSG00000044055,21
ENSMUSG00000100546,3
ENSMUSG00000099665,0
ENSMUSG00000100781,0
ENSMUSG00000034220,5487
ENSMUSG00000101995,0
ENSMUSG00000034212,7
ENSMUSG00000047067,70
ENSMUSG00000097251,3
ENSMUSG00000026269,660
ENSMUSG00000100632,0
ENSMUSG00000026270,270
ENSMUSG00000026271,21
ENSMUSG00000045091,0
ENSMUSG00000014602,0
ENSMUSG00000101378,0
ENSMUSG00000026272,0
ENSMUSG00000034159,0
ENSMUSG00000084989,2
ENSMUSG00000047793,72
ENSMUSG00000026273,242
ENSMUSG00000101172,1
ENSMUSG00000026274,236
ENSMUSG00000026275,1511
ENSMUSG00000034107,0
ENSMUSG00000034088,12145
ENSMUSG00000026276,40
ENSMUSG00000116048,0
ENSMUSG00000034066,200
ENSMUSG00000026277,1109
ENSMUSG00000100927,0
ENSMUSG00000026278,31
ENSMUSG00000026279,204
ENSMUSG00000101952,1
ENSMUSG00000026280,1051
ENSMUSG00000026281,1731
ENSMUSG00000026283,585
ENSMUSG00000073609,300
ENSMUSG00000094651,8
ENSMUSG00000093805,0
ENSMUSG00000073608,0
ENSMUSG00000034000,0
ENSMUSG00000026285,0
ENSMUSG00000100518,0
ENSMUSG00000051185,209
ENSMUSG00000040710,0
ENSMUSG00000100777,0
ENSMUSG00000100062,0
ENSMUSG00000100336,0
ENSMUSG00000100589,0
ENSMUSG00000040693,0
ENSMUSG00000097814,0
ENSMUSG00000100454,0
ENSMUSG00000026331,0
ENSMUSG00000044768,372
ENSMUSG00000040648,1662
ENSMUSG00000026333,206
ENSMUSG00000026335,690
ENSMUSG00000089706,11
ENSMUSG00000100182,0
ENSMUSG00000100711,0
ENSMUSG00000026336,0
ENSMUSG00000100009,64
ENSMUSG00000067028,0
ENSMUSG00000100684,0
ENSMUSG00000099375,1
ENSMUSG00000050840,0
ENSMUSG00000089866,0
ENSMUSG00000099669,0
ENSMUSG00000047496,0
ENSMUSG00000097482,0
ENSMUSG00000101214,0
ENSMUSG00000056536,1281
ENSMUSG00000100672,0
ENSMUSG00000026319,1001
ENSMUSG00000026321,0
ENSMUSG00000099843,29
ENSMUSG00000038866,937
ENSMUSG00000101583,2
ENSMUSG00000044340,478
ENSMUSG00000100247,0
ENSMUSG00000057329,508
ENSMUSG00000054006,0
ENSMUSG00000009905,266
ENSMUSG00000009907,1656
ENSMUSG00000067006,0
ENSMUSG00000059956,0
ENSMUSG00000048775,0
ENSMUSG00000044594,0
ENSMUSG00000058017,0
ENSMUSG00000073602,0
ENSMUSG00000073601,0
ENSMUSG00000026327,0
ENSMUSG00000087210,0
ENSMUSG00000067001,0
ENSMUSG00000062345,0
ENSMUSG00000026315,90
ENSMUSG00000086161,0
ENSMUSG00000100457,0
ENSMUSG00000026312,0
ENSMUSG00000047216,1892
ENSMUSG00000101253,0
ENSMUSG00000038702,207
ENSMUSG00000101453,0
ENSMUSG00000097648,0
ENSMUSG00000070695,0
ENSMUSG00000094429,0
ENSMUSG00000107979,0
ENSMUSG00000100265,0
ENSMUSG00000101303,0
ENSMUSG00000100305,0
ENSMUSG00000101415,0
ENSMUSG00000100617,0
ENSMUSG00000102030,5
ENSMUSG00000026374,3142
ENSMUSG00000026377,1432
ENSMUSG00000099936,0
ENSMUSG00000064302,1764
ENSMUSG00000107722,0
ENSMUSG00000026380,1
ENSMUSG00000048402,0
ENSMUSG00000097408,0
ENSMUSG00000099860,0
ENSMUSG00000101179,0
ENSMUSG00000037035,0
ENSMUSG00000004451,1547
ENSMUSG00000098447,9
ENSMUSG00000098923,452
ENSMUSG00000101731,1
ENSMUSG00000026383,285
ENSMUSG00000026384,1078
ENSMUSG00000101224,0
ENSMUSG00000036975,314
ENSMUSG00000036962,0
ENSMUSG00000026387,0
ENSMUSG00000050777,0
ENSMUSG00000026385,5816
ENSMUSG00000026388,53
ENSMUSG00000026389,1608
ENSMUSG00000036907,0
ENSMUSG00000101275,0
ENSMUSG00000026390,0
ENSMUSG00000058665,0
ENSMUSG00000099957,0
ENSMUSG00000101386,0
ENSMUSG00000101922,0
ENSMUSG00000099336,0
ENSMUSG00000100979,0
ENSMUSG00000097881,0
ENSMUSG00000101700,0
ENSMUSG00000003721,924
ENSMUSG00000101791,0
ENSMUSG00000026339,1043
ENSMUSG00000085857,0
ENSMUSG00000050534,0
ENSMUSG00000001674,1898
ENSMUSG00000099960,0
ENSMUSG00000036815,0
ENSMUSG00000099574,0
ENSMUSG00000026341,9692
ENSMUSG00000102063,0
ENSMUSG00000026342,689
ENSMUSG00000026343,0
ENSMUSG00000026344,0
ENSMUSG00000049690,20
ENSMUSG00000101600,0
ENSMUSG00000036155,7488
ENSMUSG00000026347,11
ENSMUSG00000026348,1
ENSMUSG00000102014,0
ENSMUSG00000026349,1600
ENSMUSG00000051590,0
ENSMUSG00000036104,1244
ENSMUSG00000036086,425
ENSMUSG00000099760,15
ENSMUSG00000056211,2258
ENSMUSG00000026353,2432
ENSMUSG00000026354,6
