Gene,M-5
ENSMUSG00000100538,0
ENSMUSG00000043760,1
ENSMUSG00000089914,0
ENSMUSG00000099906,0
ENSMUSG00000025929,0
ENSMUSG00000041872,11
ENSMUSG00000041859,7815
ENSMUSG00000102121,0
ENSMUSG00000097934,12
ENSMUSG00000025931,114
ENSMUSG00000041809,23
ENSMUSG00000041779,430
ENSMUSG00000099971,0
ENSMUSG00000025933,153
ENSMUSG00000025934,13
ENSMUSG00000099343,1
ENSMUSG00000067750,0
ENSMUSG00000041722,0
ENSMUSG00000085079,0
ENSMUSG00000028033,113
ENSMUSG00000041670,10
ENSMUSG00000101227,0
ENSMUSG00000073730,1
ENSMUSG00000097970,15
ENSMUSG00000100775,0
ENSMUSG00000026158,539
ENSMUSG00000099503,0
ENSMUSG00000026156,20
ENSMUSG00000026155,585
ENSMUSG00000026154,326
ENSMUSG00000026153,1704
ENSMUSG00000026147,26
ENSMUSG00000026141,0
ENSMUSG00000073725,1836
ENSMUSG00000100483,0
ENSMUSG00000099392,0
ENSMUSG00000033569,0
ENSMUSG00000073722,1
ENSMUSG00000101514,0
ENSMUSG00000048411,0
ENSMUSG00000053185,0
ENSMUSG00000048874,2728
ENSMUSG00000026064,30
ENSMUSG00000117310,4
ENSMUSG00000117091,0
ENSMUSG00000086727,0
ENSMUSG00000100237,0
ENSMUSG00000100910,0
ENSMUSG00000050217,0
ENSMUSG00000026063,0
ENSMUSG00000026058,0
ENSMUSG00000091318,0
ENSMUSG00000102917,0
ENSMUSG00000104230,0
ENSMUSG00000026134,1484
ENSMUSG00000004768,779
ENSMUSG00000042215,824
ENSMUSG00000042197,2171
ENSMUSG00000042182,1275
ENSMUSG00000026131,11951
ENSMUSG00000096992,10
ENSMUSG00000104397,0
ENSMUSG00000102336,0
ENSMUSG00000042111,780
ENSMUSG00000101711,0
ENSMUSG00000026127,1937
ENSMUSG00000026126,2
ENSMUSG00000100280,2
ENSMUSG00000101223,0
ENSMUSG00000026125,0
ENSMUSG00000026124,0
ENSMUSG00000037529,0
ENSMUSG00000045815,0
ENSMUSG00000045174,0
ENSMUSG00000037509,52
ENSMUSG00000118272,0
ENSMUSG00000104002,6
ENSMUSG00000037503,6362
ENSMUSG00000026123,1719
ENSMUSG00000104417,0
ENSMUSG00000101714,0
ENSMUSG00000102531,0
ENSMUSG00000102279,0
ENSMUSG00000103708,0
ENSMUSG00000104201,0
ENSMUSG00000045216,416
ENSMUSG00000104523,0
ENSMUSG00000102202,17
ENSMUSG00000037470,5544
ENSMUSG00000047180,2
ENSMUSG00000037447,250
ENSMUSG00000102762,2
ENSMUSG00000010453,1721
ENSMUSG00000037432,80
ENSMUSG00000001143,582
ENSMUSG00000037408,471
ENSMUSG00000001138,737
ENSMUSG00000102845,0
ENSMUSG00000067653,265
ENSMUSG00000079610,418
ENSMUSG00000026121,1104
ENSMUSG00000087589,51
ENSMUSG00000046337,139
ENSMUSG00000061518,6192
ENSMUSG00000037351,5019
ENSMUSG00000102416,3
ENSMUSG00000104237,0
ENSMUSG00000026117,0
ENSMUSG00000026116,3434
ENSMUSG00000102930,1
ENSMUSG00000050122,0
ENSMUSG00000103603,0
ENSMUSG00000026114,0
ENSMUSG00000026113,206
ENSMUSG00000086064,0
ENSMUSG00000026112,3900
ENSMUSG00000026111,1012
ENSMUSG00000026110,1561
ENSMUSG00000026090,9
ENSMUSG00000089767,0
ENSMUSG00000060771,124
ENSMUSG00000097268,3
ENSMUSG00000037216,50
ENSMUSG00000026088,330
ENSMUSG00000026087,2015
ENSMUSG00000061584,0
ENSMUSG00000087374,0
ENSMUSG00000026085,0
ENSMUSG00000058407,1905
ENSMUSG00000026083,4669
ENSMUSG00000026082,922
ENSMUSG00000103804,17
ENSMUSG00000102716,0
ENSMUSG00000037138,1139
ENSMUSG00000085391,3
ENSMUSG00000085280,1
ENSMUSG00000087131,2
ENSMUSG00000048814,2
ENSMUSG00000026080,12
ENSMUSG00000103647,0
ENSMUSG00000067604,0
ENSMUSG00000026078,1230
ENSMUSG00000104188,0
ENSMUSG00000026077,0
ENSMUSG00000073702,9692
ENSMUSG00000003134,97
ENSMUSG00000003135,1576
ENSMUSG00000085894,39
ENSMUSG00000048234,1117
ENSMUSG00000050967,0
ENSMUSG00000097083,0
ENSMUSG00000057173,0
ENSMUSG00000091937,0
ENSMUSG00000101634,0
ENSMUSG00000026074,6951
ENSMUSG00000026073,0
ENSMUSG00000097899,0
ENSMUSG00000026072,0
ENSMUSG00000070942,0
ENSMUSG00000026069,0
ENSMUSG00000026070,0
ENSMUSG00000026068,0
ENSMUSG00000104441,0
ENSMUSG00000026065,0
ENSMUSG00000026062,0
ENSMUSG00000103679,0
ENSMUSG00000103270,0
ENSMUSG00000041945,34
ENSMUSG00000079588,0
ENSMUSG00000104072,0
ENSMUSG00000100185,0
ENSMUSG00000100832,0
ENSMUSG00000053640,0
ENSMUSG00000101919,0
ENSMUSG00000101299,0
ENSMUSG00000100180,0
ENSMUSG00000060424,0
ENSMUSG00000093436,0
ENSMUSG00000045515,0
ENSMUSG00000097063,0
ENSMUSG00000099784,0
ENSMUSG00000060679,1303
ENSMUSG00000041907,0
ENSMUSG00000070939,1214
ENSMUSG00000100269,0
ENSMUSG00000041878,4
ENSMUSG00000010290,1119
ENSMUSG00000008136,1
ENSMUSG00000099576,0
ENSMUSG00000066877,502
ENSMUSG00000026051,12
ENSMUSG00000100764,4
ENSMUSG00000100635,0
ENSMUSG00000100480,13
ENSMUSG00000057363,1737
ENSMUSG00000041763,3424
ENSMUSG00000047343,2
ENSMUSG00000091844,7
ENSMUSG00000026049,1204
ENSMUSG00000026047,1398
ENSMUSG00000041684,886
ENSMUSG00000026048,953
ENSMUSG00000046828,0
ENSMUSG00000100769,0
ENSMUSG00000056870,2394
ENSMUSG00000101701,5
ENSMUSG00000026043,3
ENSMUSG00000026042,3
ENSMUSG00000025995,2832
ENSMUSG00000098549,0
ENSMUSG00000025993,86
ENSMUSG00000041144,1586
ENSMUSG00000101337,23
ENSMUSG00000025986,1413
ENSMUSG00000100213,14
ENSMUSG00000101447,0
ENSMUSG00000051616,0
ENSMUSG00000099608,0
ENSMUSG00000100451,0
ENSMUSG00000100816,0
ENSMUSG00000026109,32
ENSMUSG00000100671,0
ENSMUSG00000101242,0
ENSMUSG00000099924,0
ENSMUSG00000099625,0
ENSMUSG00000101799,0
ENSMUSG00000045954,1713
ENSMUSG00000101702,1
ENSMUSG00000026107,237
ENSMUSG00000099413,0
ENSMUSG00000101741,0
ENSMUSG00000018417,1559
ENSMUSG00000101724,0
ENSMUSG00000100313,0
ENSMUSG00000062939,0
ENSMUSG00000109599,5
ENSMUSG00000026104,791
ENSMUSG00000026103,4250
ENSMUSG00000002881,2341
ENSMUSG00000100120,1
ENSMUSG00000099878,0
ENSMUSG00000043015,263
ENSMUSG00000041439,814
ENSMUSG00000100302,0
ENSMUSG00000026102,161
ENSMUSG00000041426,670
ENSMUSG00000043629,444
ENSMUSG00000026100,0
ENSMUSG00000060715,9
ENSMUSG00000026098,504
ENSMUSG00000100763,3
ENSMUSG00000026097,1043
ENSMUSG00000026096,717
ENSMUSG00000026095,1741
ENSMUSG00000117809,0
ENSMUSG00000096141,0
ENSMUSG00000026094,553
ENSMUSG00000042807,4
ENSMUSG00000025983,5
ENSMUSG00000041303,1393
ENSMUSG00000109809,0
ENSMUSG00000073678,507
ENSMUSG00000052331,319
ENSMUSG00000101674,0
ENSMUSG00000025982,12210
ENSMUSG00000025981,345
ENSMUSG00000025980,33698
ENSMUSG00000073676,4948
ENSMUSG00000025979,2149
ENSMUSG00000025978,6
ENSMUSG00000097649,2
ENSMUSG00000046994,586
ENSMUSG00000025977,6
ENSMUSG00000038349,22
ENSMUSG00000099950,0
ENSMUSG00000100372,0
ENSMUSG00000101332,0
ENSMUSG00000045336,0
ENSMUSG00000038331,105
ENSMUSG00000087022,12
ENSMUSG00000099945,0
ENSMUSG00000101429,0
ENSMUSG00000097519,82
ENSMUSG00000038323,528
ENSMUSG00000048495,251
ENSMUSG00000025971,291
ENSMUSG00000038305,1
ENSMUSG00000091283,0
ENSMUSG00000054770,496
ENSMUSG00000026039,413
ENSMUSG00000063558,303
ENSMUSG00000064294,0
ENSMUSG00000038242,0
ENSMUSG00000089822,0
ENSMUSG00000079554,0
ENSMUSG00000051223,13422
ENSMUSG00000026034,2704
ENSMUSG00000026035,402
ENSMUSG00000026036,1474
ENSMUSG00000026037,2366
ENSMUSG00000085054,10
ENSMUSG00000038174,580
ENSMUSG00000026032,1145
ENSMUSG00000047528,3
ENSMUSG00000026031,2298
ENSMUSG00000026029,1703
ENSMUSG00000026028,3609
ENSMUSG00000026027,327
ENSMUSG00000072295,0
ENSMUSG00000047383,0
ENSMUSG00000099752,0
ENSMUSG00000038079,914
ENSMUSG00000097573,2
ENSMUSG00000079550,15
ENSMUSG00000101586,6
ENSMUSG00000026024,1707
ENSMUSG00000026023,1195
ENSMUSG00000099922,1
ENSMUSG00000041075,2013
ENSMUSG00000097819,140
ENSMUSG00000047361,95
ENSMUSG00000099811,0
ENSMUSG00000101409,0
ENSMUSG00000026021,3568
ENSMUSG00000026020,6714
ENSMUSG00000067336,1690
ENSMUSG00000041040,604
ENSMUSG00000026018,11
ENSMUSG00000026019,1830
ENSMUSG00000026017,303
ENSMUSG00000073664,833
ENSMUSG00000049439,1269
ENSMUSG00000026782,1902
ENSMUSG00000026014,1118
ENSMUSG00000026012,0
ENSMUSG00000086795,0
ENSMUSG00000085965,0
ENSMUSG00000026011,0
ENSMUSG00000026009,0
ENSMUSG00000100893,0
ENSMUSG00000085248,0
ENSMUSG00000085447,0
ENSMUSG00000086408,0
ENSMUSG00000100965,0
ENSMUSG00000086009,0
ENSMUSG00000052062,0
ENSMUSG00000085842,0
ENSMUSG00000085019,0
ENSMUSG00000085400,0
ENSMUSG00000100750,11
ENSMUSG00000025969,6431
ENSMUSG00000100811,28
ENSMUSG00000100426,0
ENSMUSG00000040865,1903
ENSMUSG00000084799,33
ENSMUSG00000101599,58
ENSMUSG00000025968,4682
ENSMUSG00000025967,12940
ENSMUSG00000046856,0
ENSMUSG00000086730,0
ENSMUSG00000087561,0
ENSMUSG00000027520,0
ENSMUSG00000025964,428
ENSMUSG00000115378,0
ENSMUSG00000069085,0
ENSMUSG00000025963,1
ENSMUSG00000025962,908
ENSMUSG00000025961,1
ENSMUSG00000044689,0
ENSMUSG00000025959,567
ENSMUSG00000086836,0
ENSMUSG00000101895,0
ENSMUSG00000025958,1898
ENSMUSG00000025956,536
ENSMUSG00000101832,2
ENSMUSG00000100437,0
ENSMUSG00000087213,35
ENSMUSG00000070871,841
ENSMUSG00000045005,183
ENSMUSG00000051344,381
ENSMUSG00000025955,2
ENSMUSG00000070870,0
ENSMUSG00000067299,0
ENSMUSG00000025952,0
ENSMUSG00000073658,0
ENSMUSG00000044429,0
ENSMUSG00000044816,0
ENSMUSG00000025950,2436
ENSMUSG00000025949,2488
ENSMUSG00000025946,3
ENSMUSG00000025945,0
ENSMUSG00000015222,259
ENSMUSG00000073656,0
ENSMUSG00000055567,0
ENSMUSG00000026005,1244
ENSMUSG00000026004,207
ENSMUSG00000026003,2627
ENSMUSG00000061816,0
ENSMUSG00000026000,962
ENSMUSG00000025991,0
ENSMUSG00000086204,0
ENSMUSG00000085075,1
ENSMUSG00000087329,0
ENSMUSG00000062209,0
ENSMUSG00000087514,0
ENSMUSG00000099804,0
ENSMUSG00000100354,0
ENSMUSG00000101156,0
ENSMUSG00000025997,68
ENSMUSG00000100815,0
ENSMUSG00000099954,0
ENSMUSG00000053153,0
ENSMUSG00000045648,0
ENSMUSG00000026196,818
ENSMUSG00000050296,674
ENSMUSG00000026192,5214
ENSMUSG00000026193,1656
ENSMUSG00000073652,6
ENSMUSG00000099707,1
ENSMUSG00000101211,0
ENSMUSG00000101848,0
ENSMUSG00000101764,0
ENSMUSG00000102123,0
ENSMUSG00000039395,990
ENSMUSG00000026189,149
ENSMUSG00000026188,1
ENSMUSG00000026187,2043
ENSMUSG00000039372,3
ENSMUSG00000039354,630
ENSMUSG00000110712,0
ENSMUSG00000039342,0
ENSMUSG00000046330,2687
ENSMUSG00000039323,0
ENSMUSG00000026185,1
ENSMUSG00000101968,0
ENSMUSG00000026182,0
ENSMUSG00000101112,0
ENSMUSG00000099877,0
ENSMUSG00000101812,0
ENSMUSG00000100444,0
ENSMUSG00000100429,0
ENSMUSG00000100301,0
ENSMUSG00000101344,0
ENSMUSG00000055322,109
ENSMUSG00000061815,0
ENSMUSG00000026180,0
ENSMUSG00000048480,0
ENSMUSG00000006304,6178
ENSMUSG00000064272,0
ENSMUSG00000006299,1884
ENSMUSG00000101503,0
ENSMUSG00000026179,969
ENSMUSG00000006301,1005
ENSMUSG00000099931,0
ENSMUSG00000073650,0
ENSMUSG00000026177,3
ENSMUSG00000026176,1909
ENSMUSG00000026175,9
ENSMUSG00000033364,1311
ENSMUSG00000026174,2896
ENSMUSG00000026173,10
ENSMUSG00000026135,510
ENSMUSG00000026172,329
ENSMUSG00000026171,431
ENSMUSG00000033276,89
ENSMUSG00000033257,1961
ENSMUSG00000026170,0
ENSMUSG00000006542,4
ENSMUSG00000033227,8
ENSMUSG00000099472,0
ENSMUSG00000026167,4
ENSMUSG00000089964,0
ENSMUSG00000090071,43
ENSMUSG00000055197,0
ENSMUSG00000006546,0
ENSMUSG00000047021,0
ENSMUSG00000089653,0
ENSMUSG00000006538,2
ENSMUSG00000026162,49
ENSMUSG00000026205,8
ENSMUSG00000033159,486
ENSMUSG00000049339,1484
ENSMUSG00000026197,253
ENSMUSG00000026198,992
ENSMUSG00000033124,1346
ENSMUSG00000026199,224
ENSMUSG00000026200,53
ENSMUSG00000026201,873
ENSMUSG00000026202,1541
ENSMUSG00000096094,0
ENSMUSG00000026203,495
ENSMUSG00000026204,4
ENSMUSG00000101840,0
ENSMUSG00000033061,0
ENSMUSG00000100556,0
ENSMUSG00000026209,519
ENSMUSG00000026208,72
ENSMUSG00000085653,0
ENSMUSG00000026207,1591
ENSMUSG00000086053,0
ENSMUSG00000033021,1061
ENSMUSG00000033007,4
ENSMUSG00000032997,1931
ENSMUSG00000026211,865
ENSMUSG00000051703,37
ENSMUSG00000032968,26
ENSMUSG00000026213,921
ENSMUSG00000006576,288
ENSMUSG00000099996,0
ENSMUSG00000100827,0
ENSMUSG00000100553,0
ENSMUSG00000100534,0
ENSMUSG00000026235,45
ENSMUSG00000101849,0
ENSMUSG00000102052,0
ENSMUSG00000004872,4749
ENSMUSG00000032908,6
ENSMUSG00000099561,0
ENSMUSG00000026245,2878
ENSMUSG00000090486,2
ENSMUSG00000012187,43
ENSMUSG00000099364,0
ENSMUSG00000100562,0
ENSMUSG00000032883,2460
ENSMUSG00000079470,1017
ENSMUSG00000099706,0
ENSMUSG00000047330,0
ENSMUSG00000101324,0
ENSMUSG00000050711,0
ENSMUSG00000054702,98
ENSMUSG00000073643,1270
ENSMUSG00000026248,929
ENSMUSG00000026249,1
ENSMUSG00000099552,0
ENSMUSG00000043230,0
ENSMUSG00000101257,0
ENSMUSG00000004364,4055
ENSMUSG00000101722,0
ENSMUSG00000101483,0
ENSMUSG00000110100,0
ENSMUSG00000038608,164
ENSMUSG00000054976,0
ENSMUSG00000055980,122
ENSMUSG00000022591,0
ENSMUSG00000026142,960
ENSMUSG00000100786,0
ENSMUSG00000067158,38
ENSMUSG00000079465,1
ENSMUSG00000097564,2
ENSMUSG00000026150,1989
ENSMUSG00000101450,24
ENSMUSG00000026149,1
ENSMUSG00000114299,0
ENSMUSG00000100170,0
ENSMUSG00000026159,3278
ENSMUSG00000113880,6
ENSMUSG00000113973,0
ENSMUSG00000113846,0
ENSMUSG00000113084,0
ENSMUSG00000113925,0
ENSMUSG00000114011,0
ENSMUSG00000113097,0
ENSMUSG00000038496,0
ENSMUSG00000100190,0
ENSMUSG00000113267,0
ENSMUSG00000104423,0
ENSMUSG00000101315,0
ENSMUSG00000026166,0
ENSMUSG00000053161,0
ENSMUSG00000026163,0
ENSMUSG00000100580,0
ENSMUSG00000045658,0
ENSMUSG00000036766,0
ENSMUSG00000026219,8463
ENSMUSG00000073633,58
ENSMUSG00000026220,0
ENSMUSG00000052477,0
ENSMUSG00000089844,0
ENSMUSG00000073631,0
ENSMUSG00000072109,0
ENSMUSG00000090252,0
ENSMUSG00000089652,0
ENSMUSG00000089714,0
ENSMUSG00000094127,0
ENSMUSG00000070034,0
ENSMUSG00000090103,0
ENSMUSG00000070031,1
ENSMUSG00000073628,0
ENSMUSG00000090246,0
ENSMUSG00000026222,1
ENSMUSG00000052760,199
ENSMUSG00000100217,0
ENSMUSG00000036707,3524
ENSMUSG00000026223,2707
ENSMUSG00000026224,4
ENSMUSG00000099767,0
ENSMUSG00000049608,0
ENSMUSG00000100108,0
ENSMUSG00000026226,0
ENSMUSG00000026227,0
ENSMUSG00000026229,7066
ENSMUSG00000026228,8
ENSMUSG00000062590,258
ENSMUSG00000087538,0
ENSMUSG00000079445,3
ENSMUSG00000099644,0
ENSMUSG00000026234,32718
ENSMUSG00000073627,38
ENSMUSG00000026237,0
ENSMUSG00000036574,0
ENSMUSG00000026238,30555
ENSMUSG00000026239,769
ENSMUSG00000026240,638
ENSMUSG00000026241,0
ENSMUSG00000053333,544
ENSMUSG00000100768,0
ENSMUSG00000099401,0
ENSMUSG00000101625,0
ENSMUSG00000026246,0
ENSMUSG00000079440,0
ENSMUSG00000036500,0
ENSMUSG00000099839,0
ENSMUSG00000026247,0
ENSMUSG00000036480,2
ENSMUSG00000026251,0
ENSMUSG00000026253,0
ENSMUSG00000026254,1930
ENSMUSG00000026255,1
ENSMUSG00000089821,0
ENSMUSG00000048000,2032
ENSMUSG00000079436,0
ENSMUSG00000026258,1
ENSMUSG00000026259,0
ENSMUSG00000079434,0
ENSMUSG00000026288,1
ENSMUSG00000026289,670
ENSMUSG00000056055,7
ENSMUSG00000070738,1455
ENSMUSG00000101942,0
ENSMUSG00000005501,1352
ENSMUSG00000090165,0
ENSMUSG00000092220,0
ENSMUSG00000090175,0
ENSMUSG00000089675,0
ENSMUSG00000090124,0
ENSMUSG00000090145,0
ENSMUSG00000054545,0
ENSMUSG00000089943,0
ENSMUSG00000090171,0
ENSMUSG00000081984,0
ENSMUSG00000089960,0
ENSMUSG00000079429,105
ENSMUSG00000044783,5976
ENSMUSG00000036251,0
ENSMUSG00000085420,0
ENSMUSG00000026295,0
ENSMUSG00000099553,0
ENSMUSG00000100908,0
ENSMUSG00000062310,0
ENSMUSG00000100798,0
ENSMUSG00000100367,0
ENSMUSG00000049866,0
ENSMUSG00000097398,0
ENSMUSG00000099848,0
ENSMUSG00000099378,0
ENSMUSG00000036206,338
ENSMUSG00000101288,0
ENSMUSG00000099938,0
ENSMUSG00000055013,639
ENSMUSG00000101662,0
ENSMUSG00000102009,0
ENSMUSG00000034486,21
ENSMUSG00000092627,247
ENSMUSG00000067081,4
ENSMUSG00000026301,0
ENSMUSG00000100850,0
ENSMUSG00000044337,41
ENSMUSG00000101951,0
ENSMUSG00000101028,0
ENSMUSG00000101997,0
ENSMUSG00000034432,1986
ENSMUSG00000056128,0
ENSMUSG00000048126,0
ENSMUSG00000026303,5090
ENSMUSG00000090550,2
ENSMUSG00000026304,23
ENSMUSG00000100791,0
ENSMUSG00000026305,3051
ENSMUSG00000070732,0
ENSMUSG00000034353,0
ENSMUSG00000034343,723
ENSMUSG00000026307,2801
ENSMUSG00000090322,5
ENSMUSG00000049515,27
ENSMUSG00000026308,659
ENSMUSG00000047443,10
ENSMUSG00000026309,1117
ENSMUSG00000100253,0
ENSMUSG00000067071,332
ENSMUSG00000055866,4
ENSMUSG00000100151,0
ENSMUSG00000034292,213
ENSMUSG00000026311,581
ENSMUSG00000101705,0
ENSMUSG00000100980,0
ENSMUSG00000007805,0
ENSMUSG00000101414,0
ENSMUSG00000026313,519
ENSMUSG00000101265,0
ENSMUSG00000026260,3293
ENSMUSG00000067064,0
ENSMUSG00000057464,0
ENSMUSG00000042849,0
ENSMUSG00000058904,0
ENSMUSG00000097001,0
ENSMUSG00000046300,0
ENSMUSG00000062497,0
ENSMUSG00000063583,0
ENSMUSG00000061616,0
ENSMUSG00000073616,1077
ENSMUSG00000044055,22
ENSMUSG00000100546,2
ENSMUSG00000099665,0
ENSMUSG00000100781,0
ENSMUSG00000034220,6446
ENSMUSG00000101995,2
ENSMUSG00000034212,3
ENSMUSG00000047067,97
ENSMUSG00000097251,5
ENSMUSG00000026269,761
ENSMUSG00000100632,0
ENSMUSG00000026270,322
ENSMUSG00000026271,16
ENSMUSG00000045091,0
ENSMUSG00000014602,0
ENSMUSG00000101378,0
ENSMUSG00000026272,0
ENSMUSG00000034159,0
ENSMUSG00000084989,6
ENSMUSG00000047793,61
ENSMUSG00000026273,239
ENSMUSG00000101172,0
ENSMUSG00000026274,265
ENSMUSG00000026275,1637
ENSMUSG00000034107,0
ENSMUSG00000034088,13544
ENSMUSG00000026276,28
ENSMUSG00000116048,0
ENSMUSG00000034066,238
ENSMUSG00000026277,1285
ENSMUSG00000100927,0
ENSMUSG00000026278,45
ENSMUSG00000026279,330
ENSMUSG00000101952,2
ENSMUSG00000026280,1140
ENSMUSG00000026281,1988
ENSMUSG00000026283,633
ENSMUSG00000073609,357
ENSMUSG00000094651,0
ENSMUSG00000093805,0
ENSMUSG00000073608,0
ENSMUSG00000034000,0
ENSMUSG00000026285,0
ENSMUSG00000100518,0
ENSMUSG00000051185,219
ENSMUSG00000040710,0
ENSMUSG00000100777,0
ENSMUSG00000100062,0
ENSMUSG00000100336,0
ENSMUSG00000100589,0
ENSMUSG00000040693,0
ENSMUSG00000097814,0
ENSMUSG00000100454,5
ENSMUSG00000026331,0
ENSMUSG00000044768,350
ENSMUSG00000040648,1699
ENSMUSG00000026333,233
ENSMUSG00000026335,749
ENSMUSG00000089706,15
ENSMUSG00000100182,0
ENSMUSG00000100711,0
ENSMUSG00000026336,0
ENSMUSG00000100009,54
ENSMUSG00000067028,0
ENSMUSG00000100684,0
ENSMUSG00000099375,0
ENSMUSG00000050840,0
ENSMUSG00000089866,0
ENSMUSG00000099669,0
ENSMUSG00000047496,0
ENSMUSG00000097482,0
ENSMUSG00000101214,0
ENSMUSG00000056536,1457
ENSMUSG00000100672,0
ENSMUSG00000026319,1114
ENSMUSG00000026321,0
ENSMUSG00000099843,36
ENSMUSG00000038866,1101
ENSMUSG00000101583,1
ENSMUSG00000044340,593
ENSMUSG00000100247,1
ENSMUSG00000057329,569
ENSMUSG00000054006,0
ENSMUSG00000009905,314
ENSMUSG00000009907,1730
ENSMUSG00000067006,0
ENSMUSG00000059956,0
ENSMUSG00000048775,0
ENSMUSG00000044594,0
ENSMUSG00000058017,0
ENSMUSG00000073602,0
ENSMUSG00000073601,0
ENSMUSG00000026327,0
ENSMUSG00000087210,0
ENSMUSG00000067001,0
ENSMUSG00000062345,0
ENSMUSG00000026315,99
ENSMUSG00000086161,0
ENSMUSG00000100457,0
ENSMUSG00000026312,0
ENSMUSG00000047216,1978
ENSMUSG00000101253,0
ENSMUSG00000038702,235
ENSMUSG00000101453,0
ENSMUSG00000097648,0
ENSMUSG00000070695,0
ENSMUSG00000094429,0
ENSMUSG00000107979,0
ENSMUSG00000100265,0
ENSMUSG00000101303,0
ENSMUSG00000100305,0
ENSMUSG00000101415,0
ENSMUSG00000100617,0
ENSMUSG00000102030,7
ENSMUSG00000026374,3677
ENSMUSG00000026377,1796
ENSMUSG00000099936,0
ENSMUSG00000064302,2012
ENSMUSG00000107722,0
ENSMUSG00000026380,1
ENSMUSG00000048402,0
ENSMUSG00000097408,0
ENSMUSG00000099860,0
ENSMUSG00000101179,0
ENSMUSG00000037035,0
ENSMUSG00000004451,1667
ENSMUSG00000098447,9
ENSMUSG00000098923,615
ENSMUSG00000101731,2
ENSMUSG00000026383,358
ENSMUSG00000026384,1056
ENSMUSG00000101224,0
ENSMUSG00000036975,348
ENSMUSG00000036962,1
ENSMUSG00000026387,0
ENSMUSG00000050777,0
ENSMUSG00000026385,7213
ENSMUSG00000026388,50
ENSMUSG00000026389,1841
ENSMUSG00000036907,0
ENSMUSG00000101275,0
ENSMUSG00000026390,0
ENSMUSG00000058665,0
ENSMUSG00000099957,0
ENSMUSG00000101386,0
ENSMUSG00000101922,0
ENSMUSG00000099336,0
ENSMUSG00000100979,0
ENSMUSG00000097881,0
ENSMUSG00000101700,0
ENSMUSG00000003721,1072
ENSMUSG00000101791,2
ENSMUSG00000026339,1208
ENSMUSG00000085857,1
ENSMUSG00000050534,0
ENSMUSG00000001674,2282
ENSMUSG00000099960,0
ENSMUSG00000036815,0
ENSMUSG00000099574,0
ENSMUSG00000026341,10722
ENSMUSG00000102063,0
ENSMUSG00000026342,803
ENSMUSG00000026343,0
ENSMUSG00000026344,0
ENSMUSG00000049690,17
ENSMUSG00000101600,0
ENSMUSG00000036155,8358
ENSMUSG00000026347,5
ENSMUSG00000026348,2
ENSMUSG00000102014,0
ENSMUSG00000026349,1638
ENSMUSG00000051590,0
ENSMUSG00000036104,1450
ENSMUSG00000036086,470
ENSMUSG00000099760,17
ENSMUSG00000056211,2650
ENSMUSG00000026353,2819
