Gene,HE-6
ENSMUSG00000100538,0
ENSMUSG00000043760,12
ENSMUSG00000089914,0
ENSMUSG00000099906,0
ENSMUSG00000025929,0
ENSMUSG00000041872,6
ENSMUSG00000041859,7325
ENSMUSG00000102121,0
ENSMUSG00000097934,6
ENSMUSG00000025931,67
ENSMUSG00000041809,30
ENSMUSG00000041779,374
ENSMUSG00000099971,0
ENSMUSG00000025933,152
ENSMUSG00000025934,68
ENSMUSG00000099343,1
ENSMUSG00000067750,0
ENSMUSG00000041722,0
ENSMUSG00000085079,0
ENSMUSG00000028033,97
ENSMUSG00000041670,32
ENSMUSG00000101227,0
ENSMUSG00000073730,0
ENSMUSG00000097970,13
ENSMUSG00000100775,0
ENSMUSG00000026158,574
ENSMUSG00000099503,0
ENSMUSG00000026156,20
ENSMUSG00000026155,697
ENSMUSG00000026154,304
ENSMUSG00000026153,1937
ENSMUSG00000026147,32
ENSMUSG00000026141,2
ENSMUSG00000073725,2043
ENSMUSG00000100483,0
ENSMUSG00000099392,0
ENSMUSG00000033569,0
ENSMUSG00000073722,0
ENSMUSG00000101514,0
ENSMUSG00000048411,0
ENSMUSG00000053185,0
ENSMUSG00000048874,2984
ENSMUSG00000026064,27
ENSMUSG00000117310,10
ENSMUSG00000117091,0
ENSMUSG00000086727,0
ENSMUSG00000100237,0
ENSMUSG00000100910,0
ENSMUSG00000050217,0
ENSMUSG00000026063,0
ENSMUSG00000026058,0
ENSMUSG00000091318,0
ENSMUSG00000102917,0
ENSMUSG00000104230,0
ENSMUSG00000026134,1484
ENSMUSG00000004768,814
ENSMUSG00000042215,1019
ENSMUSG00000042197,2489
ENSMUSG00000042182,1139
ENSMUSG00000026131,13214
ENSMUSG00000096992,17
ENSMUSG00000104397,0
ENSMUSG00000102336,0
ENSMUSG00000042111,704
ENSMUSG00000101711,0
ENSMUSG00000026127,1993
ENSMUSG00000026126,3
ENSMUSG00000100280,0
ENSMUSG00000101223,0
ENSMUSG00000026125,0
ENSMUSG00000026124,0
ENSMUSG00000037529,0
ENSMUSG00000045815,0
ENSMUSG00000045174,0
ENSMUSG00000037509,41
ENSMUSG00000118272,0
ENSMUSG00000104002,0
ENSMUSG00000037503,6513
ENSMUSG00000026123,1751
ENSMUSG00000104417,0
ENSMUSG00000101714,0
ENSMUSG00000102531,0
ENSMUSG00000102279,1
ENSMUSG00000103708,0
ENSMUSG00000104201,0
ENSMUSG00000045216,432
ENSMUSG00000104523,0
ENSMUSG00000102202,22
ENSMUSG00000037470,6270
ENSMUSG00000047180,108
ENSMUSG00000037447,266
ENSMUSG00000102762,0
ENSMUSG00000010453,1975
ENSMUSG00000037432,71
ENSMUSG00000001143,573
ENSMUSG00000037408,416
ENSMUSG00000001138,787
ENSMUSG00000102845,0
ENSMUSG00000067653,310
ENSMUSG00000079610,436
ENSMUSG00000026121,1653
ENSMUSG00000087589,79
ENSMUSG00000046337,172
ENSMUSG00000061518,5893
ENSMUSG00000037351,4833
ENSMUSG00000102416,1
ENSMUSG00000104237,0
ENSMUSG00000026117,1
ENSMUSG00000026116,3428
ENSMUSG00000102930,0
ENSMUSG00000050122,0
ENSMUSG00000103603,0
ENSMUSG00000026114,0
ENSMUSG00000026113,225
ENSMUSG00000086064,0
ENSMUSG00000026112,3664
ENSMUSG00000026111,948
ENSMUSG00000026110,1990
ENSMUSG00000026090,7
ENSMUSG00000089767,0
ENSMUSG00000060771,132
ENSMUSG00000097268,0
ENSMUSG00000037216,52
ENSMUSG00000026088,311
ENSMUSG00000026087,2030
ENSMUSG00000061584,0
ENSMUSG00000087374,0
ENSMUSG00000026085,0
ENSMUSG00000058407,1938
ENSMUSG00000026083,5549
ENSMUSG00000026082,1046
ENSMUSG00000103804,20
ENSMUSG00000102716,1
ENSMUSG00000037138,1222
ENSMUSG00000085391,3
ENSMUSG00000085280,0
ENSMUSG00000087131,1
ENSMUSG00000048814,1
ENSMUSG00000026080,5
ENSMUSG00000103647,0
ENSMUSG00000067604,0
ENSMUSG00000026078,1444
ENSMUSG00000104188,0
ENSMUSG00000026077,0
ENSMUSG00000073702,10854
ENSMUSG00000003134,105
ENSMUSG00000003135,1758
ENSMUSG00000085894,22
ENSMUSG00000048234,1096
ENSMUSG00000050967,0
ENSMUSG00000097083,0
ENSMUSG00000057173,0
ENSMUSG00000091937,0
ENSMUSG00000101634,0
ENSMUSG00000026074,8371
ENSMUSG00000026073,0
ENSMUSG00000097899,0
ENSMUSG00000026072,2
ENSMUSG00000070942,0
ENSMUSG00000026069,0
ENSMUSG00000026070,0
ENSMUSG00000026068,5
ENSMUSG00000104441,0
ENSMUSG00000026065,0
ENSMUSG00000026062,0
ENSMUSG00000103679,0
ENSMUSG00000103270,0
ENSMUSG00000041945,30
ENSMUSG00000079588,0
ENSMUSG00000104072,0
ENSMUSG00000100185,0
ENSMUSG00000100832,0
ENSMUSG00000053640,0
ENSMUSG00000101919,0
ENSMUSG00000101299,0
ENSMUSG00000100180,0
ENSMUSG00000060424,0
ENSMUSG00000093436,0
ENSMUSG00000045515,0
ENSMUSG00000097063,0
ENSMUSG00000099784,0
ENSMUSG00000060679,1320
ENSMUSG00000041907,0
ENSMUSG00000070939,1173
ENSMUSG00000100269,0
ENSMUSG00000041878,2
ENSMUSG00000010290,1140
ENSMUSG00000008136,4
ENSMUSG00000099576,0
ENSMUSG00000066877,835
ENSMUSG00000026051,3
ENSMUSG00000100764,4
ENSMUSG00000100635,5
ENSMUSG00000100480,7
ENSMUSG00000057363,1963
ENSMUSG00000041763,4286
ENSMUSG00000047343,8
ENSMUSG00000091844,7
ENSMUSG00000026049,1304
ENSMUSG00000026047,1500
ENSMUSG00000041684,867
ENSMUSG00000026048,957
ENSMUSG00000046828,0
ENSMUSG00000100769,0
ENSMUSG00000056870,3998
ENSMUSG00000101701,3
ENSMUSG00000026043,1
ENSMUSG00000026042,2
ENSMUSG00000025995,3329
ENSMUSG00000098549,0
ENSMUSG00000025993,631
ENSMUSG00000041144,1014
ENSMUSG00000101337,34
ENSMUSG00000025986,1798
ENSMUSG00000100213,11
ENSMUSG00000101447,0
ENSMUSG00000051616,0
ENSMUSG00000099608,0
ENSMUSG00000100451,0
ENSMUSG00000100816,0
ENSMUSG00000026109,21
ENSMUSG00000100671,0
ENSMUSG00000101242,0
ENSMUSG00000099924,0
ENSMUSG00000099625,0
ENSMUSG00000101799,1
ENSMUSG00000045954,2203
ENSMUSG00000101702,0
ENSMUSG00000026107,258
ENSMUSG00000099413,1
ENSMUSG00000101741,0
ENSMUSG00000018417,1612
ENSMUSG00000101724,0
ENSMUSG00000100313,0
ENSMUSG00000062939,0
ENSMUSG00000109599,3
ENSMUSG00000026104,841
ENSMUSG00000026103,5340
ENSMUSG00000002881,2292
ENSMUSG00000100120,0
ENSMUSG00000099878,1
ENSMUSG00000043015,256
ENSMUSG00000041439,943
ENSMUSG00000100302,0
ENSMUSG00000026102,192
ENSMUSG00000041426,656
ENSMUSG00000043629,211
ENSMUSG00000026100,0
ENSMUSG00000060715,10
ENSMUSG00000026098,559
ENSMUSG00000100763,3
ENSMUSG00000026097,1027
ENSMUSG00000026096,595
ENSMUSG00000026095,1684
ENSMUSG00000117809,0
ENSMUSG00000096141,0
ENSMUSG00000026094,512
ENSMUSG00000042807,6
ENSMUSG00000025983,4
ENSMUSG00000041303,1531
ENSMUSG00000109809,0
ENSMUSG00000073678,518
ENSMUSG00000052331,267
ENSMUSG00000101674,0
ENSMUSG00000025982,13021
ENSMUSG00000025981,442
ENSMUSG00000025980,35059
ENSMUSG00000073676,5171
ENSMUSG00000025979,2464
ENSMUSG00000025978,5
ENSMUSG00000097649,1
ENSMUSG00000046994,699
ENSMUSG00000025977,3
ENSMUSG00000038349,9
ENSMUSG00000099950,0
ENSMUSG00000100372,0
ENSMUSG00000101332,0
ENSMUSG00000045336,0
ENSMUSG00000038331,144
ENSMUSG00000087022,9
ENSMUSG00000099945,0
ENSMUSG00000101429,0
ENSMUSG00000097519,78
ENSMUSG00000038323,450
ENSMUSG00000048495,331
ENSMUSG00000025971,344
ENSMUSG00000038305,0
ENSMUSG00000091283,0
ENSMUSG00000054770,509
ENSMUSG00000026039,532
ENSMUSG00000063558,459
ENSMUSG00000064294,0
ENSMUSG00000038242,0
ENSMUSG00000089822,0
ENSMUSG00000079554,0
ENSMUSG00000051223,14763
ENSMUSG00000026034,2787
ENSMUSG00000026035,507
ENSMUSG00000026036,1755
ENSMUSG00000026037,2440
ENSMUSG00000085054,6
ENSMUSG00000038174,633
ENSMUSG00000026032,1144
ENSMUSG00000047528,2
ENSMUSG00000026031,2830
ENSMUSG00000026029,1598
ENSMUSG00000026028,3644
ENSMUSG00000026027,317
ENSMUSG00000072295,5
ENSMUSG00000047383,0
ENSMUSG00000099752,0
ENSMUSG00000038079,885
ENSMUSG00000097573,2
ENSMUSG00000079550,4
ENSMUSG00000101586,6
ENSMUSG00000026024,1598
ENSMUSG00000026023,1243
ENSMUSG00000099922,1
ENSMUSG00000041075,2162
ENSMUSG00000097819,158
ENSMUSG00000047361,44
ENSMUSG00000099811,0
ENSMUSG00000101409,0
ENSMUSG00000026021,3822
ENSMUSG00000026020,7921
ENSMUSG00000067336,2488
ENSMUSG00000041040,547
ENSMUSG00000026018,8
ENSMUSG00000026019,2036
ENSMUSG00000026017,328
ENSMUSG00000073664,964
ENSMUSG00000049439,1284
ENSMUSG00000026782,2079
ENSMUSG00000026014,1841
ENSMUSG00000026012,9
ENSMUSG00000086795,0
ENSMUSG00000085965,0
ENSMUSG00000026011,0
ENSMUSG00000026009,0
ENSMUSG00000100893,0
ENSMUSG00000085248,0
ENSMUSG00000085447,0
ENSMUSG00000086408,0
ENSMUSG00000100965,0
ENSMUSG00000086009,0
ENSMUSG00000052062,0
ENSMUSG00000085842,0
ENSMUSG00000085019,0
ENSMUSG00000085400,0
ENSMUSG00000100750,7
ENSMUSG00000025969,12391
ENSMUSG00000100811,27
ENSMUSG00000100426,0
ENSMUSG00000040865,2249
ENSMUSG00000084799,41
ENSMUSG00000101599,56
ENSMUSG00000025968,4311
ENSMUSG00000025967,13651
ENSMUSG00000046856,1
ENSMUSG00000086730,0
ENSMUSG00000087561,0
ENSMUSG00000027520,0
ENSMUSG00000025964,286
ENSMUSG00000115378,0
ENSMUSG00000069085,0
ENSMUSG00000025963,4
ENSMUSG00000025962,980
ENSMUSG00000025961,10
ENSMUSG00000044689,1
ENSMUSG00000025959,803
ENSMUSG00000086836,0
ENSMUSG00000101895,0
ENSMUSG00000025958,2011
ENSMUSG00000025956,687
ENSMUSG00000101832,3
ENSMUSG00000100437,0
ENSMUSG00000087213,34
ENSMUSG00000070871,969
ENSMUSG00000045005,141
ENSMUSG00000051344,393
ENSMUSG00000025955,0
ENSMUSG00000070870,0
ENSMUSG00000067299,0
ENSMUSG00000025952,0
ENSMUSG00000073658,0
ENSMUSG00000044429,0
ENSMUSG00000044816,0
ENSMUSG00000025950,1884
ENSMUSG00000025949,2673
ENSMUSG00000025946,3
ENSMUSG00000025945,0
ENSMUSG00000015222,550
ENSMUSG00000073656,0
ENSMUSG00000055567,2
ENSMUSG00000026005,1324
ENSMUSG00000026004,350
ENSMUSG00000026003,2410
ENSMUSG00000061816,0
ENSMUSG00000026000,1001
ENSMUSG00000025991,0
ENSMUSG00000086204,0
ENSMUSG00000085075,0
ENSMUSG00000087329,0
ENSMUSG00000062209,4
ENSMUSG00000087514,0
ENSMUSG00000099804,0
ENSMUSG00000100354,0
ENSMUSG00000101156,0
ENSMUSG00000025997,70
ENSMUSG00000100815,0
ENSMUSG00000099954,0
ENSMUSG00000053153,0
ENSMUSG00000045648,0
ENSMUSG00000026196,906
ENSMUSG00000050296,434
ENSMUSG00000026192,5470
ENSMUSG00000026193,6200
ENSMUSG00000073652,3
ENSMUSG00000099707,0
ENSMUSG00000101211,0
ENSMUSG00000101848,0
ENSMUSG00000101764,0
ENSMUSG00000102123,0
ENSMUSG00000039395,498
ENSMUSG00000026189,119
ENSMUSG00000026188,0
ENSMUSG00000026187,1940
ENSMUSG00000039372,0
ENSMUSG00000039354,630
ENSMUSG00000110712,0
ENSMUSG00000039342,0
ENSMUSG00000046330,3026
ENSMUSG00000039323,0
ENSMUSG00000026185,0
ENSMUSG00000101968,0
ENSMUSG00000026182,0
ENSMUSG00000101112,0
ENSMUSG00000099877,0
ENSMUSG00000101812,0
ENSMUSG00000100444,0
ENSMUSG00000100429,0
ENSMUSG00000100301,0
ENSMUSG00000101344,0
ENSMUSG00000055322,94
ENSMUSG00000061815,0
ENSMUSG00000026180,0
ENSMUSG00000048480,0
ENSMUSG00000006304,6081
ENSMUSG00000064272,0
ENSMUSG00000006299,1969
ENSMUSG00000101503,0
ENSMUSG00000026179,897
ENSMUSG00000006301,1307
ENSMUSG00000099931,0
ENSMUSG00000073650,4
ENSMUSG00000026177,3
ENSMUSG00000026176,1927
ENSMUSG00000026175,11
ENSMUSG00000033364,1259
ENSMUSG00000026174,2942
ENSMUSG00000026173,10
ENSMUSG00000026135,583
ENSMUSG00000026172,287
ENSMUSG00000026171,389
ENSMUSG00000033276,89
ENSMUSG00000033257,2231
ENSMUSG00000026170,0
ENSMUSG00000006542,24
ENSMUSG00000033227,13
ENSMUSG00000099472,0
ENSMUSG00000026167,1
ENSMUSG00000089964,0
ENSMUSG00000090071,38
ENSMUSG00000055197,0
ENSMUSG00000006546,0
ENSMUSG00000047021,0
ENSMUSG00000089653,0
ENSMUSG00000006538,2
ENSMUSG00000026162,69
ENSMUSG00000026205,5
ENSMUSG00000033159,546
ENSMUSG00000049339,1446
ENSMUSG00000026197,237
ENSMUSG00000026198,895
ENSMUSG00000033124,1159
ENSMUSG00000026199,167
ENSMUSG00000026200,77
ENSMUSG00000026201,1019
ENSMUSG00000026202,981
ENSMUSG00000096094,0
ENSMUSG00000026203,527
ENSMUSG00000026204,2
ENSMUSG00000101840,0
ENSMUSG00000033061,0
ENSMUSG00000100556,0
ENSMUSG00000026209,494
ENSMUSG00000026208,130
ENSMUSG00000085653,1
ENSMUSG00000026207,1698
ENSMUSG00000086053,1
ENSMUSG00000033021,906
ENSMUSG00000033007,8
ENSMUSG00000032997,1753
ENSMUSG00000026211,982
ENSMUSG00000051703,49
ENSMUSG00000032968,24
ENSMUSG00000026213,798
ENSMUSG00000006576,294
ENSMUSG00000099996,0
ENSMUSG00000100827,0
ENSMUSG00000100553,0
ENSMUSG00000100534,0
ENSMUSG00000026235,20
ENSMUSG00000101849,0
ENSMUSG00000102052,0
ENSMUSG00000004872,5667
ENSMUSG00000032908,8
ENSMUSG00000099561,0
ENSMUSG00000026245,3029
ENSMUSG00000090486,5
ENSMUSG00000012187,46
ENSMUSG00000099364,0
ENSMUSG00000100562,0
ENSMUSG00000032883,2502
ENSMUSG00000079470,1101
ENSMUSG00000099706,0
ENSMUSG00000047330,0
ENSMUSG00000101324,0
ENSMUSG00000050711,0
ENSMUSG00000054702,89
ENSMUSG00000073643,1570
ENSMUSG00000026248,841
ENSMUSG00000026249,18
ENSMUSG00000099552,0
ENSMUSG00000043230,0
ENSMUSG00000101257,0
ENSMUSG00000004364,4379
ENSMUSG00000101722,0
ENSMUSG00000101483,0
ENSMUSG00000110100,0
ENSMUSG00000038608,442
ENSMUSG00000054976,0
ENSMUSG00000055980,189
ENSMUSG00000022591,0
ENSMUSG00000026142,897
ENSMUSG00000100786,4
ENSMUSG00000067158,33
ENSMUSG00000079465,0
ENSMUSG00000097564,1
ENSMUSG00000026150,2043
ENSMUSG00000101450,34
ENSMUSG00000026149,0
ENSMUSG00000114299,0
ENSMUSG00000100170,0
ENSMUSG00000026159,3252
ENSMUSG00000113880,9
ENSMUSG00000113973,0
ENSMUSG00000113846,0
ENSMUSG00000113084,0
ENSMUSG00000113925,0
ENSMUSG00000114011,0
ENSMUSG00000113097,0
ENSMUSG00000038496,0
ENSMUSG00000100190,0
ENSMUSG00000113267,0
ENSMUSG00000104423,0
ENSMUSG00000101315,0
ENSMUSG00000026166,0
ENSMUSG00000053161,0
ENSMUSG00000026163,0
ENSMUSG00000100580,0
ENSMUSG00000045658,0
ENSMUSG00000036766,0
ENSMUSG00000026219,8986
ENSMUSG00000073633,68
ENSMUSG00000026220,0
ENSMUSG00000052477,0
ENSMUSG00000089844,4
ENSMUSG00000073631,0
ENSMUSG00000072109,0
ENSMUSG00000090252,0
ENSMUSG00000089652,0
ENSMUSG00000089714,0
ENSMUSG00000094127,0
ENSMUSG00000070034,2
ENSMUSG00000090103,0
ENSMUSG00000070031,0
ENSMUSG00000073628,0
ENSMUSG00000090246,0
ENSMUSG00000026222,3
ENSMUSG00000052760,361
ENSMUSG00000100217,0
ENSMUSG00000036707,4123
ENSMUSG00000026223,2978
ENSMUSG00000026224,0
ENSMUSG00000099767,0
ENSMUSG00000049608,0
ENSMUSG00000100108,0
ENSMUSG00000026226,1
ENSMUSG00000026227,0
ENSMUSG00000026229,6998
ENSMUSG00000026228,20
ENSMUSG00000062590,273
ENSMUSG00000087538,0
ENSMUSG00000079445,3
ENSMUSG00000099644,0
ENSMUSG00000026234,36804
ENSMUSG00000073627,36
ENSMUSG00000026237,0
ENSMUSG00000036574,0
ENSMUSG00000026238,31779
ENSMUSG00000026239,855
ENSMUSG00000026240,698
ENSMUSG00000026241,0
ENSMUSG00000053333,493
ENSMUSG00000100768,0
ENSMUSG00000099401,0
ENSMUSG00000101625,0
ENSMUSG00000026246,0
ENSMUSG00000079440,0
ENSMUSG00000036500,0
ENSMUSG00000099839,0
ENSMUSG00000026247,2
ENSMUSG00000036480,1
ENSMUSG00000026251,0
ENSMUSG00000026253,0
ENSMUSG00000026254,2020
ENSMUSG00000026255,0
ENSMUSG00000089821,0
ENSMUSG00000048000,2100
ENSMUSG00000079436,0
ENSMUSG00000026258,0
ENSMUSG00000026259,0
ENSMUSG00000079434,0
ENSMUSG00000026288,15
ENSMUSG00000026289,671
ENSMUSG00000056055,14
ENSMUSG00000070738,1739
ENSMUSG00000101942,0
ENSMUSG00000005501,1354
ENSMUSG00000090165,0
ENSMUSG00000092220,0
ENSMUSG00000090175,0
ENSMUSG00000089675,0
ENSMUSG00000090124,12
ENSMUSG00000090145,0
ENSMUSG00000054545,0
ENSMUSG00000089943,0
ENSMUSG00000090171,0
ENSMUSG00000081984,0
ENSMUSG00000089960,0
ENSMUSG00000079429,125
ENSMUSG00000044783,6144
ENSMUSG00000036251,0
ENSMUSG00000085420,0
ENSMUSG00000026295,0
ENSMUSG00000099553,0
ENSMUSG00000100908,0
ENSMUSG00000062310,0
ENSMUSG00000100798,0
ENSMUSG00000100367,0
ENSMUSG00000049866,0
ENSMUSG00000097398,0
ENSMUSG00000099848,0
ENSMUSG00000099378,0
ENSMUSG00000036206,245
ENSMUSG00000101288,0
ENSMUSG00000099938,0
ENSMUSG00000055013,744
ENSMUSG00000101662,0
ENSMUSG00000102009,0
ENSMUSG00000034486,31
ENSMUSG00000092627,235
ENSMUSG00000067081,1
ENSMUSG00000026301,1
ENSMUSG00000100850,0
ENSMUSG00000044337,28
ENSMUSG00000101951,0
ENSMUSG00000101028,3
ENSMUSG00000101997,0
ENSMUSG00000034432,2097
ENSMUSG00000056128,0
ENSMUSG00000048126,3
ENSMUSG00000026303,4100
ENSMUSG00000090550,0
ENSMUSG00000026304,16
ENSMUSG00000100791,1
ENSMUSG00000026305,3366
ENSMUSG00000070732,1
ENSMUSG00000034353,0
ENSMUSG00000034343,754
ENSMUSG00000026307,2301
ENSMUSG00000090322,8
ENSMUSG00000049515,13
ENSMUSG00000026308,892
ENSMUSG00000047443,10
ENSMUSG00000026309,1106
ENSMUSG00000100253,0
ENSMUSG00000067071,299
ENSMUSG00000055866,6
ENSMUSG00000100151,0
ENSMUSG00000034292,229
ENSMUSG00000026311,683
ENSMUSG00000101705,0
ENSMUSG00000100980,0
ENSMUSG00000007805,0
ENSMUSG00000101414,0
ENSMUSG00000026313,604
ENSMUSG00000101265,0
ENSMUSG00000026260,3080
ENSMUSG00000067064,0
ENSMUSG00000057464,0
ENSMUSG00000042849,0
ENSMUSG00000058904,0
ENSMUSG00000097001,0
ENSMUSG00000046300,0
ENSMUSG00000062497,0
ENSMUSG00000063583,0
ENSMUSG00000061616,0
ENSMUSG00000073616,1141
ENSMUSG00000044055,31
ENSMUSG00000100546,0
ENSMUSG00000099665,0
ENSMUSG00000100781,0
ENSMUSG00000034220,2372
ENSMUSG00000101995,0
ENSMUSG00000034212,1
ENSMUSG00000047067,89
ENSMUSG00000097251,8
ENSMUSG00000026269,867
ENSMUSG00000100632,0
ENSMUSG00000026270,304
ENSMUSG00000026271,20
ENSMUSG00000045091,0
ENSMUSG00000014602,0
ENSMUSG00000101378,0
ENSMUSG00000026272,0
ENSMUSG00000034159,0
ENSMUSG00000084989,3
ENSMUSG00000047793,174
ENSMUSG00000026273,262
ENSMUSG00000101172,4
ENSMUSG00000026274,420
ENSMUSG00000026275,1764
ENSMUSG00000034107,2
ENSMUSG00000034088,14253
ENSMUSG00000026276,28
ENSMUSG00000116048,0
ENSMUSG00000034066,237
ENSMUSG00000026277,1639
ENSMUSG00000100927,0
ENSMUSG00000026278,55
ENSMUSG00000026279,283
ENSMUSG00000101952,1
ENSMUSG00000026280,1107
ENSMUSG00000026281,2155
ENSMUSG00000026283,725
ENSMUSG00000073609,405
ENSMUSG00000094651,16
ENSMUSG00000093805,0
ENSMUSG00000073608,0
ENSMUSG00000034000,0
ENSMUSG00000026285,0
ENSMUSG00000100518,0
ENSMUSG00000051185,223
ENSMUSG00000040710,0
ENSMUSG00000100777,0
ENSMUSG00000100062,0
ENSMUSG00000100336,0
ENSMUSG00000100589,0
ENSMUSG00000040693,0
ENSMUSG00000097814,0
ENSMUSG00000100454,3
ENSMUSG00000026331,0
ENSMUSG00000044768,477
ENSMUSG00000040648,1974
ENSMUSG00000026333,251
ENSMUSG00000026335,712
ENSMUSG00000089706,5
ENSMUSG00000100182,0
ENSMUSG00000100711,0
ENSMUSG00000026336,0
ENSMUSG00000100009,30
ENSMUSG00000067028,0
ENSMUSG00000100684,0
ENSMUSG00000099375,0
ENSMUSG00000050840,0
ENSMUSG00000089866,0
ENSMUSG00000099669,0
ENSMUSG00000047496,0
ENSMUSG00000097482,0
ENSMUSG00000101214,0
ENSMUSG00000056536,1510
ENSMUSG00000100672,1
ENSMUSG00000026319,1201
ENSMUSG00000026321,0
ENSMUSG00000099843,32
ENSMUSG00000038866,1058
ENSMUSG00000101583,0
ENSMUSG00000044340,622
ENSMUSG00000100247,0
ENSMUSG00000057329,440
ENSMUSG00000054006,2
ENSMUSG00000009905,314
ENSMUSG00000009907,1963
ENSMUSG00000067006,0
ENSMUSG00000059956,0
ENSMUSG00000048775,0
ENSMUSG00000044594,0
ENSMUSG00000058017,0
ENSMUSG00000073602,0
ENSMUSG00000073601,0
ENSMUSG00000026327,0
ENSMUSG00000087210,0
ENSMUSG00000067001,0
ENSMUSG00000062345,0
ENSMUSG00000026315,97
ENSMUSG00000086161,0
ENSMUSG00000100457,0
ENSMUSG00000026312,0
ENSMUSG00000047216,2415
ENSMUSG00000101253,0
ENSMUSG00000038702,234
ENSMUSG00000101453,0
ENSMUSG00000097648,0
ENSMUSG00000070695,0
ENSMUSG00000094429,0
ENSMUSG00000107979,0
ENSMUSG00000100265,0
ENSMUSG00000101303,0
ENSMUSG00000100305,0
ENSMUSG00000101415,0
ENSMUSG00000100617,0
ENSMUSG00000102030,6
ENSMUSG00000026374,3630
ENSMUSG00000026377,1984
ENSMUSG00000099936,0
ENSMUSG00000064302,2060
ENSMUSG00000107722,0
ENSMUSG00000026380,2
ENSMUSG00000048402,0
ENSMUSG00000097408,0
ENSMUSG00000099860,0
ENSMUSG00000101179,0
ENSMUSG00000037035,0
ENSMUSG00000004451,1810
ENSMUSG00000098447,6
ENSMUSG00000098923,576
ENSMUSG00000101731,2
ENSMUSG00000026383,295
ENSMUSG00000026384,1306
ENSMUSG00000101224,0
ENSMUSG00000036975,295
ENSMUSG00000036962,0
ENSMUSG00000026387,0
ENSMUSG00000050777,0
ENSMUSG00000026385,5862
ENSMUSG00000026388,40
ENSMUSG00000026389,1361
ENSMUSG00000036907,0
ENSMUSG00000101275,0
ENSMUSG00000026390,0
ENSMUSG00000058665,0
ENSMUSG00000099957,0
ENSMUSG00000101386,0
ENSMUSG00000101922,0
ENSMUSG00000099336,0
ENSMUSG00000100979,0
ENSMUSG00000097881,0
ENSMUSG00000101700,0
ENSMUSG00000003721,786
ENSMUSG00000101791,0
ENSMUSG00000026339,1267
ENSMUSG00000085857,0
ENSMUSG00000050534,2
ENSMUSG00000001674,2540
ENSMUSG00000099960,0
ENSMUSG00000036815,0
ENSMUSG00000099574,0
ENSMUSG00000026341,12180
ENSMUSG00000102063,0
ENSMUSG00000026342,996
ENSMUSG00000026343,0
ENSMUSG00000026344,0
ENSMUSG00000049690,17
ENSMUSG00000101600,0
ENSMUSG00000036155,5023
ENSMUSG00000026347,2
ENSMUSG00000026348,4
ENSMUSG00000102014,0
ENSMUSG00000026349,1816
ENSMUSG00000051590,0
ENSMUSG00000036104,1441
ENSMUSG00000036086,425
ENSMUSG00000099760,12
ENSMUSG00000056211,2638
ENSMUSG00000026353,3150
